PRESSUPOST 2016 - DESPESA;;;;;

Aplicació pressupost;Aplicació pressupost;Aplicació pressupost;Aplicació pressupost;Descripció;Pressupost Inicial
560;2316C;22699;560/2316C/22699;Altres despeses diverses;5.910,00
560;2316C;48900;560/2316C/48900;Altres transferències entitats;21.500,00
560;2316C;48901;560/2316C/48901;Subvencions nominatives;122.200,00
560;2316D;12001;560/2316D/12001;Salaris del Grup A2;52.142,40
560;2316D;12003;560/2316D/12003;Salaris del Grup C1;9.983,82
560;2316D;12004;560/2316D/12004;Salaris del Grup C2;25.387,38
560;2316D;12006;560/2316D/12006;Triennis;16.038,35
560;2316D;12100;560/2316D/12100;Complement de destí;44.463,30
560;2316D;12101;560/2316D/12101;Complement  específic;81.850,30
560;2316D;12103;560/2316D/12103;Altres complements;15.644,15
560;2316D;15200;560/2316D/15200;Altres incentius;8.000,00
560;2316D;16000;560/2316D/16000;Seguretat social;66.724,63
560;2316D;21200;560/2316D/21200;Manteniment d’edificis i altres construccions;1.042,15
560;2316D;21300;560/2316D/21300;Manteniment de maquinària, instal·lacions i utillatge;2.100,92
560;2316D;21301;560/2316D/21301;Adaptació d'instal·lacions i maquinària;1.000,00
560;2316D;22699;560/2316D/22699;Altres despeses diverses;121.055,43
560;2316D;2270001;560/2316D/2270001;Contractes de neteja;8.240,17
560;2316D;48100;560/2316D/48100;Concurs de cartells dia de la Dona;1.100,00
560;2316D;48900;560/2316D/48900;Altres transferències;2.000,00
560;2316F;12001;560/2316F/12001;Salaris del Grup A2;13.035,60
560;2316F;12004;560/2316F/12004;Salaris del Grup C2;23.694,89
560;2316F;12006;560/2316F/12006;Triennis;7.633,53
560;2316F;12100;560/2316F/12100;Complement de destí;18.293,52
560;2316F;12101;560/2316F/12101;Complement  específic;32.350,92
560;2316F;12103;560/2316F/12103;Altres complements;6.880,92
560;2316F;13000;560/2316F/13000;Retribucions bàsiques;17.762,32
560;2316F;13002;560/2316F/13002;Altres remuneracions;31.323,84
560;2316F;15000;560/2316F/15000;Productivitat;812,00
560;2316F;15200;560/2316F/15200;Altres incentius;4.800,00
560;2316F;16000;560/2316F/16000;Seguretat social;41.220,48
560;2316F;21200;560/2316F/21200;Manteniment d’edificis i altres construccions;731,08
560;2316F;21300;560/2316F/21300;Manteniment de maquinària, instal·lacions i utillatge;3.852,92
560;2316F;22699;560/2316F/22699;Altres despeses diverses;241.410,00
560;2316F;22706;560/2316F/22706;Estudis i treballs tècnics;40.634,95
560;2316F;48900;560/2316F/48900;Altres transferències;10.300,00
560;2316H;12003;560/2316H/12003;Salaris del Grup C1;9.983,82
560;2316H;12006;560/2316H/12006;Triennis;729,76
560;2316H;12100;560/2316H/12100;Complement de destí;5.582,36
560;2316H;12101;560/2316H/12101;Complement  específic;10.117,52
560;2316H;12103;560/2316H/12103;Altres complements;2.070,46
560;2316H;15200;560/2316H/15200;Altres incentius;1.000,00
560;2316H;16000;560/2316H/16000;Seguretat social;7.669,95
560;2316H;22699;560/2316H/22699;Altres despeses diverses;145.700,00
560;2316H;22706;560/2316H/22706;Estudis i treballs tècnics;33.105,55
560;2316H;48900;560/2316H/48900;Altres transferències;254.811,73
560;2316H;48901;560/2316H/48901;Subvencions nominatives;30.000,00
;;;;TOTAL;182.298.100,00
