ï»¿DATA_REFERENCIA,LLOC_NAIXAMENT,NACIONALITAT,NIVELL_ESTUDI,POBLACIO
2017,IRLANDA                       ,IRLANDA                       ,Batxiller superior. BUP. Batxi,4
2012,"GUINEA, LA                    ",ESPANYA                       ,Ensenyament primari incomplert,1
2017,"BRASIL, EL                    ",ITÀLIA                        ,Doctorat i Estudis de postgrau,1
2013,"URUGUAI, L                    ","URUGUAI, L                    ",No aplicable per ser més petit,6
2017,"JAPÓ, EL                      ","JAPÓ, EL                      ","Llicenciat Universitari, Arqui",7
2013,"REGNE UNIT, EL                ","REGNE UNIT, EL                ",Formació professional de Segon,1
2017,"ÍNDIA, L                      ","ÍNDIA, L                      ",No aplicable per ser més petit,3
2011,"SENEGAL, EL                   ",ESPANYA                       ,Ensenyament primari incomplert,18
2017,CUBA                          ,ESPANYA                       ,Sense estudis                 ,5
2017,SÈRBIA                        ,SÈRBIA                        ,Formació professional Primer G,1
2014,"KAZAKHSTAN, EL                ","KAZAKHSTAN, EL                ",Batxiller superior. BUP. Batxi,1
2013,MOLDÀVIA                      ,ESPANYA                       ,Altres titulacions mitjanes (A,1
2016,"MARROC, EL                    ",NORUEGA                       ,"Batxiller Elemental, Graduat E",1
2015,SUÏSSA                        ,ESPANYA                       ,Formació professional de Segon,5
2014,"ARGENTINA, L                  ","ARGENTINA, L                  ",Formació professional de Segon,20
2016,XILE                          ,ITÀLIA                        ,"Batxiller Elemental, Graduat E",2
2017,SÍRIA                         ,SÍRIA                         ,Doctorat i Estudis de postgrau,1
2015,"MARROC, EL                    ","MARROC, EL                    ",Batxiller superior. BUP. Batxi,300
2017,VENEÇUELA                     ,VENEÇUELA                     ,"Batxiller Elemental, Graduat E",94
2017,"BRASIL, EL                    ","BRASIL, EL                    ",Ensenyament primari incomplert,63
2016,CUBA                          ,ITÀLIA                        ,"Batxiller Elemental, Graduat E",1
2017,VENEÇUELA                     ,PORTUGAL                      ,Formació professional de Segon,1
2011,ESPANYA                       ,ESPANYA                       ,"Batxiller Elemental, Graduat E",36842
2013,"MARROC, EL                    ",ESPANYA                       ,"Batxiller Elemental, Graduat E",234
2012,ITÀLIA                        ,ITÀLIA                        ,Doctorat i Estudis de postgrau,9
2013,SIERRA LEONE                  ,SIERRA LEONE                  ,Desconegut                    ,1
2013,VENEÇUELA                     ,ESPANYA                       ,No aplicable per ser més petit,5
2013,ESPANYA                       ,"PAKISTAN, EL                  ",No aplicable per ser més petit,16
2015,"XINA, LA                      ","XINA, LA                      ",Sense estudis                 ,48
2012,"ÍNDIA, L                      ","ÍNDIA, L                      ",Formació professional de Segon,2
2016,"GUINEA BISSAU, LA             ",ESPANYA                       ,"Batxiller Elemental, Graduat E",1
2011,NICARAGUA                     ,NICARAGUA                     ,"Llicenciat Universitari, Arqui",5
2013,BULGÀRIA                      ,ESPANYA                       ,Ensenyament primari incomplert,2
2012,ESPANYA                       ,MALÀISIA                      ,No aplicable per ser més petit,1
2017,XILE                          ,ITÀLIA                        ,Ensenyament primari incomplert,1
2013,ESPANYA                       ,ISLÀNDIA                      ,Formació professional de Segon,1
2011,"NEPAL,EL                      ","NEPAL,EL                      ",Formació professional de Segon,1
2016,LETÒNIA                       ,LETÒNIA                       ,"Batxiller Elemental, Graduat E",5
2014,"ARGENTINA, L                  ",ÀUSTRIA                       ,"Batxiller Elemental, Graduat E",1
2011,GÀMBIA                        ,GÀMBIA                        ,Batxiller superior. BUP. Batxi,1
2016,"PAÏSOS BAIXOS, ELS            ","PAÏSOS BAIXOS, ELS            ",No aplicable per ser més petit,7
2015,COLÒMBIA                      ,ESPANYA                       ,No aplicable per ser més petit,16
2017,BOLÍVIA                       ,BOLÍVIA                       ,No aplicable per ser més petit,5
2014,"REPÚBLICA DOMINICANA, LA      ","PAÏSOS BAIXOS, ELS            ",Ensenyament primari incomplert,1
2015,ESPANYA                       ,ROMANIA                       ,No aplicable per ser més petit,104
2017,"SUDAN, EL                     ",ESPANYA                       ,Diplomat en Escoles Università,1
2016,RÚSSIA                        ,UCRAÏNA                       ,"Batxiller Elemental, Graduat E",1
2014,GÀMBIA                        ,GÀMBIA                        ,Ensenyament primari incomplert,12
2016,BÒSNIA I HERCEGOVINA          ,BÒSNIA I HERCEGOVINA          ,Desconegut                    ,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ",VENEÇUELA                     ,Ensenyament primari incomplert,1
2016,COLÒMBIA                      ,"EQUADOR, L                    ",Batxiller superior. BUP. Batxi,1
2014,VENEÇUELA                     ,"CANADÀ, EL                    ","Llicenciat Universitari, Arqui",1
2013,ESPANYA                       ,"XINA, LA                      ",Sense estudis                 ,2
2014,CUBA                          ,"CANADÀ, EL                    ","Llicenciat Universitari, Arqui",1
2015,ANGOLA                        ,PORTUGAL                      ,Doctorat i Estudis de postgrau,1
2013,ITÀLIA                        ,ITÀLIA                        ,No aplicable per ser més petit,6
2016,BÈLGICA                       ,ESPANYA                       ,Ensenyament primari incomplert,3
2015,BÈLGICA                       ,"SENEGAL, EL                   ",No aplicable per ser més petit,1
2013,ESPANYA                       ,"REGNE UNIT, EL                ",Formació professional de Segon,1
2011,"BRASIL, EL                    ",ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,3
2017,"MARROC, EL                    ",ESPANYA                       ,Titulats d estudis superiors n,1
2013,"CANADÀ, EL                    ","CANADÀ, EL                    ",Formació professional Primer G,1
2012,PORTUGAL                      ,PORTUGAL                      ,No aplicable per ser més petit,4
2013,"PERÚ, EL                      ","PERÚ, EL                      ",Titulats d estudis superiors n,4
2015,COLÒMBIA                      ,ISRAEL                        ,Batxiller superior. BUP. Batxi,1
2017,"REGNE UNIT, EL                ",ESPANYA                       ,"Llicenciat Universitari, Arqui",7
2012,SUD-ÀFRICA                    ,ITÀLIA                        ,Diplomat en Escoles Università,1
2012,"IRAN, L                       ","IRAN, L                       ",Altres titulacions mitjanes (A,2
2013,ESPANYA                       ,ESPANYA                       ,Altres titulacions mitjanes (A,806
2016,ESLOVÈNIA                     ,ESLOVÈNIA                     ,Arquitecte o Enginyer Tècnic  ,2
2014,BOLÍVIA                       ,BOLÍVIA                       ,No aplicable per ser més petit,11
2015,"ARÀBIA SAUDITA, L             ",ESPANYA                       ,"Batxiller Elemental, Graduat E",1
2012,"PAÏSOS BAIXOS, ELS            ",ESPANYA                       ,Ensenyament primari incomplert,2
2015,POLÒNIA                       ,ESPANYA                       ,Formació professional de Segon,1
2014,COLÒMBIA                      ,ESPANYA                       ,Diplomat en Escoles Università,44
2015,MÈXIC                         ,MÈXIC                         ,Altres titulacions mitjanes (A,4
2012,"URUGUAI, L                    ","URUGUAI, L                    ","Batxiller Elemental, Graduat E",103
2011,JORDÀNIA                      ,JORDÀNIA                      ,Desconegut                    ,3
2011,"GUINEA EQUATORIAL, LA         ",ESPANYA                       ,"Batxiller Elemental, Graduat E",5
2013,BÈLGICA                       ,"MARROC, EL                    ",No aplicable per ser més petit,1
2012,XILE                          ,"CANADÀ, EL                    ","Batxiller Elemental, Graduat E",1
2015,FRANÇA                        ,FRANÇA                        ,"Llicenciat Universitari, Arqui",44
2016,HONDURES                      ,HONDURES                      ,Desconegut                    ,22
2011,SÈRBIA                        ,SÈRBIA                        ,Desconegut                    ,2
2015,"EQUADOR, L                    ","ESTATS UNITS D AMÈRICA, ELS   ",No aplicable per ser més petit,1
2013,"CANADÀ, EL                    ","CANADÀ, EL                    ",Batxiller superior. BUP. Batxi,1
2016,SIERRA LEONE                  ,ESPANYA                       ,Ensenyament primari incomplert,1
2013,"NEPAL,EL                      ","NEPAL,EL                      ","Batxiller Elemental, Graduat E",1
2013,"URUGUAI, L                    ",FRANÇA                        ,Diplomat en Escoles Università,1
2016,"EQUADOR, L                    ","EQUADOR, L                    ",Ensenyament primari incomplert,231
2013,RÚSSIA                        ,UCRAÏNA                       ,Ensenyament primari incomplert,1
2017,ESPANYA                       ,"ESTATS UNITS D AMÈRICA, ELS   ","Batxiller Elemental, Graduat E",1
2014,"XINA, LA                      ","XINA, LA                      ",Desconegut                    ,151
2016,"XINA, LA                      ","XINA, LA                      ",No sap llegir ni escriure     ,9
2012,ALGÈRIA                       ,ALGÈRIA                       ,No sap llegir ni escriure     ,1
2011,ESPANYA                       ,SUÏSSA                        ,No aplicable per ser més petit,2
2016,MÈXIC                         ,"ESTATS UNITS D AMÈRICA, ELS   ","Batxiller Elemental, Graduat E",1
2011,ISRAEL                        ,EL SALVADOR                   ,"Batxiller Elemental, Graduat E",1
2012,MALI                          ,MALI                          ,No aplicable per ser més petit,1
2016,NICARAGUA                     ,NICARAGUA                     ,Altres titulacions mitjanes (A,1
2015,"REPÚBLICA DOMINICANA, LA      ",ESPANYA                       ,"Llicenciat Universitari, Arqui",24
2011,SÍRIA                         ,ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,2
2012,"EQUADOR, L                    ","EQUADOR, L                    ",No sap llegir ni escriure     ,5
2017,AUSTRÀLIA                     ,ESPANYA                       ,Formació professional Primer G,2
2014,BURKINA FASO                  ,BURKINA FASO                  ,Altres titulacions mitjanes (A,1
2015,COLÒMBIA                      ,COLÒMBIA                      ,Formació professional de Segon,16
2014,NIGÈRIA                       ,ESPANYA                       ,Diplomat en Escoles Università,2
2013,ESPANYA                       ,ITÀLIA                        ,"Batxiller Elemental, Graduat E",3
2013,VENEÇUELA                     ,ESPANYA                       ,Desconegut                    ,7
2015,PORTUGAL                      ,PORTUGAL                      ,No aplicable per ser més petit,3
2016,ALGÈRIA                       ,ALGÈRIA                       ,Ensenyament primari incomplert,6
2012,"MARROC, EL                    ","MARROC, EL                    ","Llicenciat Universitari, Arqui",126
2013,VENEÇUELA                     ,VENEÇUELA                     ,Sense estudis                 ,3
2014,COLÒMBIA                      ,SUÏSSA                        ,"Batxiller Elemental, Graduat E",1
