NOMBRE,CALLE,TIPO,NÚMERO ACCESOS
"CAMIN FUENTE DE LA PIQUERA, DE LA (JOVE)","FUENTE DE LA PIQUERA, DE LA (JOVE)","CAMIN","11"
"TRVA ERIA DE POLIA 1, DE (JOVE)","ERIA DE POLIA 1, DE (JOVE)","TRVA","5"
"CALLE FORTUNA BALNEARIA","FORTUNA BALNEARIA","CALLE","1"
"CMNO LA CAMPA (ARNAO)","LA CAMPA (ARNAO)","CMNO","14"
"CAMIN DUERNA, DE LA (SANTURIO)","DUERNA, DE LA (SANTURIO)","CAMIN","24"
"CAMIN RIOSECO, DE","RIOSECO, DE","CAMIN","167"
"CAMIN GOLA DE ARRIBA, DE LA (DEVA)","GOLA DE ARRIBA, DE LA (DEVA)","CAMIN","11"
"CLEYA CARCEDO, DE (SANTURIO)","CARCEDO, DE (SANTURIO)","CLEYA","10"
"CAMIN VALLINA, DE LA (SANTURIO)","VALLINA, DE LA (SANTURIO)","CAMIN","23"
"TRVA TROLE, DE (DEVA)","TROLE, DE (DEVA)","TRVA","5"
"CAMIN JOSE EL MAESTRO, DE (JOVE)","JOSE EL MAESTRO, DE (JOVE)","CAMIN","7"
"CAMIN ROZAES, DE (SANTURIO)","ROZAES, DE (SANTURIO)","CAMIN","25"
"CLEYA RIO, DEL (SANTURIO)","RIO, DEL (SANTURIO)","CLEYA","16"
"CAMIN INA, DE LA (DEVA)","INA, DE LA (DEVA)","CAMIN","5"
"CTRA FONDON, DE (DEVA)","FONDON, DE (DEVA)","CTRA","10"
"CALLE MERCATOR","MERCATOR","CALLE","6"
"CAMIN VALDEGUIN,DEL  (BERNUECES)","VALDEGUIN,DEL  (BERNUECES)","CAMIN","7"
"CAMIN FARO, DE (DEVA)","FARO, DE (DEVA)","CAMIN","36"
"CAMIN RIONDA DE ARRIBA, DE (DEVA)","RIONDA DE ARRIBA, DE (DEVA)","CAMIN","7"
"CAMIN CABAÑES, DE LES (JOVE)","CABAÑES, DE LES (JOVE)","CAMIN","8"
"CAMIN XIAL, DEL (SANTURIO)","XIAL, DEL (SANTURIO)","CAMIN","15"
"CAMIN MONTE, DEL (SANTURIO)","MONTE, DEL (SANTURIO)","CAMIN","4"
"CALLE ISAAC NEWTON","ISAAC NEWTON","CALLE","3"
"CALLE JORGE JUAN","JORGE JUAN","CALLE","7"
"CALLE CONCEJO DE CASTRILLON","CONCEJO DE CASTRILLON","CALLE","3"
"CALLE SAMUEL F. MORSE","SAMUEL F. MORSE","CALLE","8"
"CALLE LEONARDO DA VINCI","LEONARDO DA VINCI","CALLE","9"
"CAMIN TRAPA, DE LA (DEVA)","TRAPA, DE LA (DEVA)","CAMIN","7"
"CAMIN TRAVESERU, DE (DEVA)","TRAVESERU, DE (DEVA)","CAMIN","8"
"CAMIN MORAN, DE (DEVA)","MORAN, DE (DEVA)","CAMIN","12"
"CAMIN VICENTIN, DE (DEVA)","VICENTIN, DE (DEVA)","CAMIN","10"
"CAMIN CURBIELLO, DEL (DEVA)","CURBIELLO, DEL (DEVA)","CAMIN","3"
"CAMIN GOLF, DEL  (BERNUECES)","GOLF, DEL  (BERNUECES)","CAMIN","20"
"CAMIN CASTILLO, DEL (BERNUECES)","CASTILLO, DEL (BERNUECES)","CAMIN","7"
"CLEYA CHELO FAUSTO, DE (DEVA)","CHELO FAUSTO, DE (DEVA)","CLEYA","5"
"CAMIN ERON, DEL (CALDONES)","ERON, DEL (CALDONES)","CAMIN","5"
"CAMIN PUMARINOS, DE (CALDONES)","PUMARINOS, DE (CALDONES)","CAMIN","8"
"CAMIN QUINTOS, DE LOS (LAVANDERA)","QUINTOS, DE LOS (LAVANDERA)","CAMIN","22"
"CAMIN CURULLU, DEL (CALDONES)","CURULLU, DEL (CALDONES)","CAMIN","8"
"CAMIN CALERU, DEL (CALDONES)","CALERU, DEL (CALDONES)","CAMIN","1"
"CTRA LAVANDERA","LAVANDERA","CTRA","103"
"CAMIN LINARES, DE","LINARES, DE","CAMIN","28"
"CAMIN CALEYON, DEL (CALDONES)","CALEYON, DEL (CALDONES)","CAMIN","7"
"CAMIN CIERRIN, DEL (CALDONES)","CIERRIN, DEL (CALDONES)","CAMIN","1"
"CAMIN CAMARON, DEL (CALDONES)","CAMARON, DEL (CALDONES)","CAMIN","2"
"CAMIN REGUERU, DEL (CALDONES)","REGUERU, DEL (CALDONES)","CAMIN","5"
"CAMIN CONSTANCIU, DE (LAVANDERA)","CONSTANCIU, DE (LAVANDERA)","CAMIN","23"
"CAMIN BARREU, DEL (CALDONES)","BARREU, DEL (CALDONES)","CAMIN","16"
"CAMIN FIGARINA, DE LA (CALDONES)","FIGARINA, DE LA (CALDONES)","CAMIN","10"
"CAMIN MOLIN DE GARBELLES, DEL (CALDONES)","MOLIN DE GARBELLES, DEL (CALDONES)","CAMIN","21"
"CAMIN CARBAYERA DE LEORIO, DE LA","CARBAYERA DE LEORIO, DE LA","CAMIN","18"
"TRVA CUESTA, DE LA (CABUEÑES)","CUESTA, DE LA (CABUEÑES)","TRVA","2"
"CALLE PINTOR LUIS PARDO","PINTOR LUIS PARDO","CALLE","2"
"CAMIN LLAGARES, DE LOS (LAVANDERA)","LLAGARES, DE LOS (LAVANDERA)","CAMIN","15"
"CAMIN MONTE, DEL (LAVANDERA)","MONTE, DEL (LAVANDERA)","CAMIN","64"
"CAMIN CERRON, DEL (LAVANDERA)","CERRON, DEL (LAVANDERA)","CAMIN","5"
"CAMIN POZON, DEL (LAVANDERA)","POZON, DEL (LAVANDERA)","CAMIN","11"
"CAMIN LLOSU, DEL (CABUEÑES)","LLOSU, DEL (CABUEÑES)","CAMIN","1"
"CAMIN CARBAYERA, DE LA (LAVANDERA)","CARBAYERA, DE LA (LAVANDERA)","CAMIN","7"
"CAMIN PAGOS, DE LOS (CALDONES)","PAGOS, DE LOS (CALDONES)","CAMIN","8"
"CALLE NICOLAS DE FER","NICOLAS DE FER","CALLE","6"
"CAMIN PEÑES LES CUEVES, DE (LAVANDERA)","PEÑES LES CUEVES, DE (LAVANDERA)","CAMIN","23"
"CAMIN GÜELGA, DE LA (CALDONES)","GÜELGA, DE LA (CALDONES)","CAMIN","17"
"CAMIN GRANCERAL, DE (LAVANDERA)","GRANCERAL, DE (LAVANDERA)","CAMIN","9"
"PASEO ARQUEOLOGO MANUEL FERNANDEZ-MIRANDA FERNANDEZ","ARQUEOLOGO MANUEL FERNANDEZ-MIRANDA FERNANDEZ","PASEO","1"
"CAMIN CUESTA DEL CARACOL, DE LA (CALDONES)","CUESTA DEL CARACOL, DE LA (CALDONES)","CAMIN","4"
"CAMIN CORVINO, LO (LAVANDERA)","CORVINO, LO (LAVANDERA)","CAMIN","6"
"CAMIN MARCE, EL (LAVANDERA)","MARCE, EL (LAVANDERA)","CAMIN","3"
"CAMIN ROTELLA, DE LA (LAVANDERA)","ROTELLA, DE LA (LAVANDERA)","CAMIN","4"
"CAMIN ORELLONA, DE LA (LAVANDERA)","ORELLONA, DE LA (LAVANDERA)","CAMIN","7"
"CAMIN TUEYA A LA BOVIA, DE (LAVANDERA)","TUEYA A LA BOVIA, DE (LAVANDERA)","CAMIN","1"
"CAMIN VEGUES, DE LES (CALDONES)","VEGUES, DE LES (CALDONES)","CAMIN","4"
"CAMIN ESPINU, DEL (CALDONES)","ESPINU, DEL (CALDONES)","CAMIN","7"
"CAMIN LLOSA SECA, DE LA (FANO)","LLOSA SECA, DE LA (FANO)","CAMIN","4"
"CAMIN VIELLA, DE LA (VALDORNON)","VIELLA, DE LA (VALDORNON)","CAMIN","2"
"AVDA CERILLERU, DEL","CERILLERU, DEL","AVDA","6"
"CLEYA MESETA, DE LA (CABUEÑES)","MESETA, DE LA (CABUEÑES)","CLEYA","1"
"CAMIN BARNIELLA A LA CORIA, DE (GRANDA)","BARNIELLA A LA CORIA, DE (GRANDA)","CAMIN","1"
"CAMIN COCINES, DE LES (FANO)","COCINES, DE LES (FANO)","CAMIN","8"
"TRVA RIOSECU, DE (VALDORNON)","RIOSECU, DE (VALDORNON)","TRVA","1"
"CAMIN COLASU, DEL (GRANDA)","COLASU, DEL (GRANDA)","CAMIN","12"
"CAMIN NOZALEDA, DE LA (FANO)","NOZALEDA, DE LA (FANO)","CAMIN","1"
"CAMIN FORU, DEL (GRANDA)","FORU, DEL (GRANDA)","CAMIN","9"
"CAMIN VIEJO DEL MONTE (FANO)","VIEJO DEL MONTE (FANO)","CAMIN","5"
"CAMIN CEMENTERIO, DEL (VALDORNON)","CEMENTERIO, DEL (VALDORNON)","CAMIN","6"
"CAMIN CARCEO, DE (FANO)","CARCEO, DE (FANO)","CAMIN","4"
"CAMIN BARRIU, DEL (VALDORNON)","BARRIU, DEL (VALDORNON)","CAMIN","4"
"CAMIN CAMPA, DE (VALDORNON)","CAMPA, DE (VALDORNON)","CAMIN","16"
"CLEYA ESCUELA DE LA","ESCUELA DE LA","CLEYA","1"
"CAMIN PASTON, DEL (VALDORNON)","PASTON, DEL (VALDORNON)","CAMIN","11"
"CAMIN CARBAYAL, DE (VALDORNON)","CARBAYAL, DE (VALDORNON)","CAMIN","5"
"CAMIN FONTE DE VALDORNON, DE LA (VALDORNON)","FONTE DE VALDORNON, DE LA (VALDORNON)","CAMIN","1"
"CAMIN LLAGOS, DE LOS (VALDORNON)","LLAGOS, DE LOS (VALDORNON)","CAMIN","14"
"CAMIN RAMADIELLA, DE (VALDORNON)","RAMADIELLA, DE (VALDORNON)","CAMIN","9"
"AVDA CAMOCHA, DE LA","CAMOCHA, DE LA","AVDA","21"
"CAMIN L'ARRIONDA, DE (LEORIO)","L'ARRIONDA, DE (LEORIO)","CAMIN","4"
"CAMIN BARRERA, DE LA (LEORIO)","BARRERA, DE LA (LEORIO)","CAMIN","4"
"CAMIN LAVADERU, DEL","LAVADERU, DEL","CAMIN","11"
"CAMIN CAGÜEZO, DE","CAGÜEZO, DE","CAMIN","18"
"CAMIN CASA DE PEPITO, DE LA","CASA DE PEPITO, DE LA","CAMIN","13"
"CAMIN CIERRU, DEL (GÜERCES)","CIERRU, DEL (GÜERCES)","CAMIN","3"
"CAMIN COLLOTO, DE (GÜERCES)","COLLOTO, DE (GÜERCES)","CAMIN","1"
"CAMIN GASOLINERA, DE LA (VERIÑA)","GASOLINERA, DE LA (VERIÑA)","CAMIN","9"
"CAMIN CANTERES, DE LES (LEORIO)","CANTERES, DE LES (LEORIO)","CAMIN","4"
"CAMIN REGATU, DEL (VERIÑA)","REGATU, DEL (VERIÑA)","CAMIN","6"
"CLEYA CONTROCIOS, DE LOS (PUAO)","CONTROCIOS, DE LOS (PUAO)","CLEYA","1"
"CAMIN XIGAL, DE EL","XIGAL, DE EL","CAMIN","6"
"CAMIN TORNOS, DE LOS (GRANDA)","TORNOS, DE LOS (GRANDA)","CAMIN","14"
"CAMIN VEGUES, DE LES","VEGUES, DE LES","CAMIN","18"
"CALLE C (VEGA)","C (VEGA)","CALLE","20"
"TRVA PRAERIES, DE LES (VEGA)","PRAERIES, DE LES (VEGA)","TRVA","3"
"CAMIN FONTE'L PIPE, DE LA (VEGA)","FONTE'L PIPE, DE LA (VEGA)","CAMIN","25"
"CAMIN BLANCU, DEL (GÜERCES)","BLANCU, DEL (GÜERCES)","CAMIN","16"
"CAMIN HUMEROS, DE LOS (GÜERCES)","HUMEROS, DE LOS (GÜERCES)","CAMIN","3"
"CALLE ALICIA CONCEPCION ALVAREZ","ALICIA CONCEPCION ALVAREZ","CALLE","31"
"CAMIN MONTE, DEL (GÜERCES)","MONTE, DEL (GÜERCES)","CAMIN","28"
"CALLE BENITO OTERO MARTINEZ","BENITO OTERO MARTINEZ","CALLE","20"
"CALLE JENARO SUAREZ PRENDES","JENARO SUAREZ PRENDES","CALLE","23"
"CALLE CAMPON","CAMPON","CALLE","5"
"CAMIN REGATU, DEL (VEGA)","REGATU, DEL (VEGA)","CAMIN","3"
"CAMIN QUINTA, DE LA (TREMAÑES)","QUINTA, DE LA (TREMAÑES)","CAMIN","7"
"CAMIN MARGARITES, DE LES (GÜERCES)","MARGARITES, DE LES (GÜERCES)","CAMIN","1"
"CAMIN MARQUESA, DE LA ","MARQUESA, DE LA ","CAMIN","28"
"CAMIN CANTU, DEL (VERIÑA)","CANTU, DEL (VERIÑA)","CAMIN","4"
"CAMIN PEREDA, DE LA (GÜERCES)","PEREDA, DE LA (GÜERCES)","CAMIN","4"
"CAMIN REYERU, DEL (GÜERCES)","REYERU, DEL (GÜERCES)","CAMIN","3"
"CAMIN MOLIN, DEL (VEGA)","MOLIN, DEL (VEGA)","CAMIN","3"
"CAMIN PAYARES, DE (LEORIO)","PAYARES, DE (LEORIO)","CAMIN","3"
"CAMIN PORCEYO A LLOREDA, DE (PORCEYO)","PORCEYO A LLOREDA, DE (PORCEYO)","CAMIN","14"
"CLEYA TORRE, DE LA (TREMAÑES)","TORRE, DE LA (TREMAÑES)","CLEYA","5"
"CAMIN CALACIERBES, DE","CALACIERBES, DE","CAMIN","7"
"CAMIN CUESTA MORAN, DE LA (PORCEYO)","CUESTA MORAN, DE LA (PORCEYO)","CAMIN","1"
"CAMIN RANU, DEL (PORCEYO)","RANU, DEL (PORCEYO)","CAMIN","4"
"CAMIN GAITERU, DEL (PORCEYO)","GAITERU, DEL (PORCEYO)","CAMIN","2"
"CAMIN XIONES, DE (PORCEYO)","XIONES, DE (PORCEYO)","CAMIN","4"
"CAMIN MATA DE ABAJO, DE LA (PORCEYO)","MATA DE ABAJO, DE LA (PORCEYO)","CAMIN","3"
"TRVA PEDRUQUES, DE LES (PORCEYO)","PEDRUQUES, DE LES (PORCEYO)","TRVA","3"
"CTRA AS-326 (TABAZA-TREMAÑES)","AS-326 (TABAZA-TREMAÑES)","CTRA","4"
"CAMIN ERIA, DE LA (TREMAÑES)","ERIA, DE LA (TREMAÑES)","CAMIN","7"
"CLEYA FUENTE, DE LA (TREMAÑES)","FUENTE, DE LA (TREMAÑES)","CLEYA","4"
"CAMIN AGUILON, DEL (PORCEYO)","AGUILON, DEL (PORCEYO)","CAMIN","3"
"CALLE RIO, DEL","RIO, DEL","CALLE","6"
"CAMIN MARAVILLES, DE LES (TREMAÑES)","MARAVILLES, DE LES (TREMAÑES)","CAMIN","15"
"CAMIN BERNARDON, DE (ROCES)","BERNARDON, DE (ROCES)","CAMIN","13"
"CALLE EMILIO TUYA","EMILIO TUYA","CALLE","50"
"CMNO CORTIJO, DEL","CORTIJO, DEL","CMNO","31"
"CALLE ZARAGOZA","ZARAGOZA","CALLE","20"
"AVDA ARGENTINA","ARGENTINA","AVDA","86"
"CALLE DINDURRA","DINDURRA","CALLE","39"
"AVDA COSTA","COSTA","AVDA","119"
"CALLE AGUADO","AGUADO","CALLE","35"
"CALLE CARLOS V","CARLOS V","CALLE","19"
"PLAZA FERNANDO VI","FERNANDO VI","PLAZA","2"
"CALLE MIERES","MIERES","CALLE","17"
"AVDA CONSTITUCION","CONSTITUCION","AVDA","105"
"CALLE PELAYO","PELAYO","CALLE","15"
"CALLE JOSE LAS CLOTAS","JOSE LAS CLOTAS","CALLE","3"
"CALLE ROSALIA DE CASTRO","ROSALIA DE CASTRO","CALLE","13"
"CALLE ESTE","ESTE","CALLE","4"
"CALLE CAPUA","CAPUA","CALLE","24"
"CALLE CUBA","CUBA","CALLE","30"
"CALLE SANTA ELENA","SANTA ELENA","CALLE","13"
"TRANS SAN VICENTE PAUL","SAN VICENTE PAUL","TRANS","3"
"CALLE LUCIANO CASTAÑON","LUCIANO CASTAÑON","CALLE","13"
"CALLE PRINCIPE","PRINCIPE","CALLE","25"
"CALLE SAN LUIS","SAN LUIS","CALLE","15"
"CALLE FRANCISCO EIRIZ","FRANCISCO EIRIZ","CALLE","13"
"CALLE GENERAL SAN MARTIN","GENERAL SAN MARTIN","CALLE","9"
"CALLE SAN AVELINO","SAN AVELINO","CALLE","14"
"CALLE FEIJOO","FEIJOO","CALLE","85"
"CALLE CABRILLEROS","CABRILLEROS","CALLE","15"
"CALLE JOAQUIN ALONSO BONET","JOAQUIN ALONSO BONET","CALLE","12"
"CALLE BELMONTE DE MIRANDA","BELMONTE DE MIRANDA","CALLE","7"
"AVDA MANUEL LLANEZA","MANUEL LLANEZA","AVDA","62"
"CALLE JOAQUIN FERNANDEZ ACEBAL","JOAQUIN FERNANDEZ ACEBAL","CALLE","9"
"CALLE ALLER","ALLER","CALLE","10"
"CALLE SANTA EMILIA","SANTA EMILIA","CALLE","23"
"TRVA ATANASIO MENENDEZ","ATANASIO MENENDEZ","TRVA","6"
"CALLE AGUSTIN SUAREZ","AGUSTIN SUAREZ","CALLE","8"
"CALLE FEDERICA MONTSENY","FEDERICA MONTSENY","CALLE","25"
"CALLE PEDRO MENENDEZ","PEDRO MENENDEZ","CALLE","6"
"CALLE MENEN PEREZ","MENEN PEREZ","CALLE","8"
"AVDA MOREDA","MOREDA","AVDA","30"
"CALLE PADRE MONTERO","PADRE MONTERO","CALLE","7"
"CALLE HONDURAS","HONDURAS","CALLE","16"
"CALLE DOMINGO JULIANA","DOMINGO JULIANA","CALLE","32"
"CALLE GUATEMALA","GUATEMALA","CALLE","3"
"CALLE COSTANILLA DE LA FUENTE VIEJA","COSTANILLA DE LA FUENTE VIEJA","CALLE","8"
"CALLE JERONIMO GONZALEZ","JERONIMO GONZALEZ","CALLE","3"
"CALLE AVE MARIA","AVE MARIA","CALLE","16"
"CALLE MARIA BANDUJO","MARIA BANDUJO","CALLE","15"
"PLAZA MARQUES","MARQUES","PLAZA","10"
"CALLE BELICE","BELICE","CALLE","3"
"CALLE PERU","PERU","CALLE","29"
"CLLON CIMADEVILLA","CIMADEVILLA","CLLON","4"
"PLZLA CIMADEVILLA","CIMADEVILLA","PLZLA","5"
"CALLE CORTES DE CADIZ","CORTES DE CADIZ","CALLE","7"
"PLAZA ASTURCON","ASTURCON","PLAZA","2"
"CALLE CANGAS DE ONIS","CANGAS DE ONIS","CALLE","12"
"CALLE SUERTE","SUERTE","CALLE","6"
"TRANS ATOCHA","ATOCHA","TRANS","3"
"CALLE ALBENIZ","ALBENIZ","CALLE","42"
"CALLE QUEVEDO","QUEVEDO","CALLE","73"
"CALLE MANUEL JUNQUERA","MANUEL JUNQUERA","CALLE","29"
"CALLE SANTIAGO","SANTIAGO","CALLE","25"
"CTRA CARBONERA","CARBONERA","CTRA","74"
"CALLE SAN IGNACIO","SAN IGNACIO","CALLE","17"
"CALLE PABLO PICASSO","PABLO PICASSO","CALLE","9"
"CALLE MANCHA LA","MANCHA LA","CALLE","24"
"CALLE SAHARA","SAHARA","CALLE","23"
"CALLE AZCARRAGA","AZCARRAGA","CALLE","16"
"CALLE ELEUTERIO QUINTANILLA","ELEUTERIO QUINTANILLA","CALLE","57"
"CTRA AS-248 (GIJON-POLA DE SIERO)","AS-248 (GIJON-POLA DE SIERO)","CTRA","293"
"CALLE TINEO","TINEO","CALLE","6"
"CALLE BALEARES","BALEARES","CALLE","28"
"CALLE PUERTO DE LA CUBILLA","PUERTO DE LA CUBILLA","CALLE","9"
"CALLE COBRADORES","COBRADORES","CALLE","1"
"CALLE SAN JUAN DE VALLES","SAN JUAN DE VALLES","CALLE","2"
"CALLE ANA MARIA","ANA MARIA","CALLE","48"
"CAMIN CALEROS, DE LOS (ROCES)","CALEROS, DE LOS (ROCES)","CAMIN","15"
"CALLE CAPATACES","CAPATACES","CALLE","3"
"CALLE ALBAÑILES","ALBAÑILES","CALLE","3"
"CALLE GRUEROS","GRUEROS","CALLE","3"
"CALLE ASERRADORES","ASERRADORES","CALLE","6"
"CALLE CARPINTEROS","CARPINTEROS","CALLE","10"
"PLAZA COMPOSTELA","COMPOSTELA","PLAZA","2"
"CALLE RIO MUNI","RIO MUNI","CALLE","7"
"CALLE SAN FELIX","SAN FELIX","CALLE","25"
"CALLE POETA ALFONSO CAMIN","POETA ALFONSO CAMIN","CALLE","32"
"CALLE AURELIO DEL LLANO","AURELIO DEL LLANO","CALLE","2"
"CALLE ALTO REAL","ALTO REAL","CALLE","6"
"CALLE SANTA RUFINA","SANTA RUFINA","CALLE","4"
"CALLE GUIPUZCOA","GUIPUZCOA","CALLE","28"
"CALLE ANTONIO CACHERO","ANTONIO CACHERO","CALLE","18"
"CALLE CUENCA","CUENCA","CALLE","9"
"CALLE PADRE JOSE MARIA PATAC","PADRE JOSE MARIA PATAC","CALLE","1"
"CALLE LUARCA","LUARCA","CALLE","15"
"CALLE SANZ CRESPO","SANZ CRESPO","CALLE","9"
"CALLE URBANIZACION EL RINCONIN","URBANIZACION EL RINCONIN","CALLE","123"
"CALLE CANARIAS","CANARIAS","CALLE","5"
"CALLE BARREIRO","BARREIRO","CALLE","27"
"AVDA SIDERURGIA","SIDERURGIA","AVDA","21"
"CALLE MIGUEL DE UNAMUNO","MIGUEL DE UNAMUNO","CALLE","6"
"CALLE JESUS","JESUS","CALLE","28"
"CALLE PUERTO DEL PALO","PUERTO DEL PALO","CALLE","10"
"CTRA SOMIO, DE","SOMIO, DE","CTRA","169"
"CALLE M MAQUINISTAS","M MAQUINISTAS","CALLE","3"
"CALLE JOVE Y HEVIA","JOVE Y HEVIA","CALLE","16"
"CALLE NARANJO DE BULNES","NARANJO DE BULNES","CALLE","28"
"CALLE CARMEN CONDE","CARMEN CONDE","CALLE","1"
"CALLE MANUEL DE FALLA","MANUEL DE FALLA","CALLE","9"
"CALLE OSCAR MUÑIZ","OSCAR MUÑIZ","CALLE","5"
"CMNO FOJANES (SOMIO)","FOJANES (SOMIO)","CMNO","45"
"CALLE TORRE","TORRE","CALLE","1"
"CALLE SANTA CRUZ","SANTA CRUZ","CALLE","4"
"PLAZA FERMIN GARCIA BERNARDO","FERMIN GARCIA BERNARDO","PLAZA","3"
"CMNO ABEDULES (SOMIO)","ABEDULES (SOMIO)","CMNO","12"
"CAMIN PARRA, DE LA (JOVE)","PARRA, DE LA (JOVE)","CAMIN","5"
"CALLE JUAN MUÑIZ ZAPICO","JUAN MUÑIZ ZAPICO","CALLE","11"
"CALLE VALLADOLID","VALLADOLID","CALLE","2"
"CALLE MURCIA","MURCIA","CALLE","1"
"AVDA JUSTO DEL CASTILLO Y QUINTANA","JUSTO DEL CASTILLO Y QUINTANA","AVDA","9"
"CMNO ENCINAS (SOMIO)","ENCINAS (SOMIO)","CMNO","39"
"CMNO FUERTE (SOMIO)","FUERTE (SOMIO)","CMNO","14"
"CMNO QUINTUELES (SOMIO)","QUINTUELES (SOMIO)","CMNO","11"
"CMNO CAÑAVERAL (SOMIO)","CAÑAVERAL (SOMIO)","CMNO","9"
"CMNO JAZMINES (SOMIO)","JAZMINES (SOMIO)","CMNO","23"
"CMNO TUNEL (SOMIO)","TUNEL (SOMIO)","CMNO","7"
"CMNO MANZANOS (SOMIO)","MANZANOS (SOMIO)","CMNO","13"
"TRVA NOGALES (SOMIO)","NOGALES (SOMIO)","TRVA","5"
"CAMIN CONTRUCU (CABUEÑES)","CONTRUCU (CABUEÑES)","CAMIN","5"
"CMNO ALMENDROS (SOMIO)","ALMENDROS (SOMIO)","CMNO","9"
"CMNO LAURELES (SOMIO)","LAURELES (SOMIO)","CMNO","15"
"TRVA TEYON (CABUEÑES)","TEYON (CABUEÑES)","TRVA","3"
"CMNO GOLA (SOMIO)","GOLA (SOMIO)","CMNO","16"
"TRVA HIGUERAS (SOMIO)","HIGUERAS (SOMIO)","TRVA","5"
"CAMIN CASA MENA (CABUEÑES)","CASA MENA (CABUEÑES)","CAMIN","10"
"CALLE JUAN CASTAÑON AZA","JUAN CASTAÑON AZA","CALLE","4"
"TRVA ACEBOS 2 (SOMIO)","ACEBOS 2 (SOMIO)","TRVA","15"
"CMNO MADRESELVAS (SOMIO)","MADRESELVAS (SOMIO)","CMNO","21"
"CTRA AS-246 (GIJON-LANGREO)","AS-246 (GIJON-LANGREO)","CTRA","80"
"CMNO ALISOS (SOMIO)","ALISOS (SOMIO)","CMNO","8"
"CAMIN CARBAYERA DE LAS MONXAS (CABUEÑES)","CARBAYERA DE LAS MONXAS (CABUEÑES)","CAMIN","5"
"TRVA CAMPORREDONDO","CAMPORREDONDO","TRVA","4"
"CALLE ISIDORO ACEVEDO","ISIDORO ACEVEDO","CALLE","27"
"TRVA ABETOS, DE LOS (SOMIO)","ABETOS, DE LOS (SOMIO)","TRVA","2"
"CMNO SERBALES (SOMIO)","SERBALES (SOMIO)","CMNO","2"
"CAMIN QUINTAS (CABUEÑES)","QUINTAS (CABUEÑES)","CAMIN","23"
"CAMIN ANTON (CABUEÑES)","ANTON (CABUEÑES)","CAMIN","2"
"CAMIN MAQUILA (CABUEÑES)","MAQUILA (CABUEÑES)","CAMIN","10"
"TRVA ALISOS (SOMIO)","ALISOS (SOMIO)","TRVA","1"
"CAMIN ORBAYU (CABUEÑES)","ORBAYU (CABUEÑES)","CAMIN","3"
"CAMIN CHARCO, DEL (DEVA)","CHARCO, DEL (DEVA)","CAMIN","16"
"CAMIN MONTEJURRA, DE LOS (BERNUECES)","MONTEJURRA, DE LOS (BERNUECES)","CAMIN","16"
"CALLE ARQUIMEDES","ARQUIMEDES","CALLE","84"
"CMNO LA CANTERA (ARNAO)","LA CANTERA (ARNAO)","CMNO","7"
"CALLE LA ESPERANZA (ARNAO)","LA ESPERANZA (ARNAO)","CALLE","10"
"CAMIN CALEYINA (CABUEÑES)","CALEYINA (CABUEÑES)","CAMIN","7"
"TRVA ARCES 3 (SOMIO)","ARCES 3 (SOMIO)","TRVA","1"
"TRVA ARCES 4 (SOMIO)","ARCES 4 (SOMIO)","TRVA","1"
"CMNO REHOGADO (SOMIO)","REHOGADO (SOMIO)","CMNO","7"
"TRVA ERIA DE POLIA 2, DE (JOVE)","ERIA DE POLIA 2, DE (JOVE)","TRVA","8"
"CAMIN PIQUERA, DE LA (JOVE)","PIQUERA, DE LA (JOVE)","CAMIN","22"
"CAMIN HOSPITAL, DEL (JOVE)","HOSPITAL, DEL (JOVE)","CAMIN","10"
"CAMIN MONTICU, DEL (JOVE)","MONTICU, DEL (JOVE)","CAMIN","11"
"CAMIN ARENEROS, DE LOS (JOVE)","ARENEROS, DE LOS (JOVE)","CAMIN","12"
"CMNO CURIOSU (SOMIO)","CURIOSU (SOMIO)","CMNO","4"
"CALLE BENJAMIN FRANKLIN","BENJAMIN FRANKLIN","CALLE","24"
"CLEYA ERIA SALA, DE  (SANTURIO)","ERIA SALA, DE  (SANTURIO)","CLEYA","8"
"CAMIN ERIA, DE LA (BERNUECES)","ERIA, DE LA (BERNUECES)","CAMIN","46"
"CTRA PEDROCO, DE (DEVA)","PEDROCO, DE (DEVA)","CTRA","18"
"CAMIN CEARES A CASTIELLO, DE","CEARES A CASTIELLO, DE","CAMIN","23"
"CALLE CONCEJO DE COLUNGA","CONCEJO DE COLUNGA","CALLE","3"
"CAMIN MATA,DE LA (SANTURIO)","MATA,DE LA (SANTURIO)","CAMIN","2"
"CAMIN SIETOS, DE LOS (DEVA)","SIETOS, DE LOS (DEVA)","CAMIN","11"
"CTRA CALDONES, DE (DEVA)","CALDONES, DE (DEVA)","CTRA","41"
"CAMIN ANDRES M SOLAR, DE (DEVA)","ANDRES M SOLAR, DE (DEVA)","CAMIN","6"
"CALLE ORESTES MENENDEZ","ORESTES MENENDEZ","CALLE","2"
"CALLE SIGMUND FREUD","SIGMUND FREUD","CALLE","4"
"CAMIN GUILLEDO DE (BERNUECES)","GUILLEDO DE (BERNUECES)","CAMIN","14"
"CAMIN ABELARDO, DE (DEVA)","ABELARDO, DE (DEVA)","CAMIN","2"
"CAMIN CALEYON, DEL (DEVA)","CALEYON, DEL (DEVA)","CAMIN","3"
"CAMIN PICO ROCA, DE (DEVA)","PICO ROCA, DE (DEVA)","CAMIN","15"
