dc:identifier,dc:modified,rdf:type,callej:sigla,callej:tipo-via,callej:nombre-calle,callej:nombre-largo,callej:nombre-clasif,dc:date,uri
08090,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CARMEN AMAYA,CARMEN AMAYA,CARMEN AMAYA,,http://datos.santander.es/api/datos/callejero_calles/08090.csv
08100,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BOMBERO MIJARES,BOMBERO MIJARES,BOMBERO MIJARES,,http://datos.santander.es/api/datos/callejero_calles/08100.csv
07510,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AMADEO I,AMADEO I,AMADEO I,,http://datos.santander.es/api/datos/callejero_calles/07510.csv
07520,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN JOSE DE CALASANZ,SAN JOSE DE CALASANZ,SAN JOSE DE CALASANZ,,http://datos.santander.es/api/datos/callejero_calles/07520.csv
07530,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CARDENAL DE COS,CARDENAL DE COS,CARDENAL DE COS,,http://datos.santander.es/api/datos/callejero_calles/07530.csv
07540,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CARDENAL DE LA LASTRA,CARDENAL DE LA LASTRA,CARDENAL DE LA LASTRA,,http://datos.santander.es/api/datos/callejero_calles/07540.csv
07560,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUAN RAMON JIMENEZ,JUAN RAMON JIMENEZ,JUAN RAMON JIMENEZ,,http://datos.santander.es/api/datos/callejero_calles/07560.csv
07570,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,REAL RACING CLUB,REAL RACING CLUB,REAL RACING CLUB,,http://datos.santander.es/api/datos/callejero_calles/07570.csv
07580,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DIONISIO RIDRUEJO,DIONISIO RIDRUEJO,DIONISIO RIDRUEJO,,http://datos.santander.es/api/datos/callejero_calles/07580.csv
07590,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALCEDA,ALCEDA,ALCEDA,,http://datos.santander.es/api/datos/callejero_calles/07590.csv
07600,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PUENTE VIESGO,PUENTE VIESGO,PUENTE VIESGO,,http://datos.santander.es/api/datos/callejero_calles/07600.csv
07610,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BORLEÑA,BORLEÑA,BORLEÑA,,http://datos.santander.es/api/datos/callejero_calles/07610.csv
07620,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FELIX RODRIGUEZ,FELIX RODRIGUEZ,FELIX RODRIGUEZ,,http://datos.santander.es/api/datos/callejero_calles/07620.csv
07640,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL OJANCANO,EL OJANCANO,OJANCANO (EL),,http://datos.santander.es/api/datos/callejero_calles/07640.csv
07650,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANJANA,ANJANA,ANJANA,,http://datos.santander.es/api/datos/callejero_calles/07650.csv
07660,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA MOLINA,LA MOLINA,MOLINA (LA),,http://datos.santander.es/api/datos/callejero_calles/07660.csv
07670,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALBERTO FERNANDEZ,ALBERTO FERNANDEZ,ALBERTO FERNANDEZ,,http://datos.santander.es/api/datos/callejero_calles/07670.csv
07680,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EMILIO BOTIN,EMILIO BOTIN,EMILIO BOTIN,,http://datos.santander.es/api/datos/callejero_calles/07680.csv
07690,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BERGANTIN,BERGANTIN,BERGANTIN,,http://datos.santander.es/api/datos/callejero_calles/07690.csv
07700,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LAS NAOS,LAS NAOS,NAOS (LAS),,http://datos.santander.es/api/datos/callejero_calles/07700.csv
07710,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CORBETA,CORBETA,CORBETA,,http://datos.santander.es/api/datos/callejero_calles/07710.csv
07720,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GALEON,GALEON,GALEON,,http://datos.santander.es/api/datos/callejero_calles/07720.csv
07740,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ROY GARCIA DE SANTANDER,ROY GARCIA DE SANTANDER,ROY GARCIA DE SANTANDER,1998-07-09,http://datos.santander.es/api/datos/callejero_calles/07740.csv
07750,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,IGNACIO AGUILERA,IGNACIO AGUILERA,IGNACIO AGUILERA,,http://datos.santander.es/api/datos/callejero_calles/07750.csv
07760,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FEDERICO GARCIA LORCA,FEDERICO GARCIA LORCA,FEDERICO GARCIA LORCA,1998-07-09,http://datos.santander.es/api/datos/callejero_calles/07760.csv
07770,2017-10-30T23:04:57.627Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VICENTE ALEIXANDRE,VICENTE ALEIXANDRE,VICENTE ALEIXANDRE,1998-07-09,http://datos.santander.es/api/datos/callejero_calles/07770.csv
07200,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,NAZARIN,NAZARIN,NAZARIN,,http://datos.santander.es/api/datos/callejero_calles/07200.csv
07210,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SOJO Y LOMBA,SOJO Y LOMBA,SOJO Y LOMBA,,http://datos.santander.es/api/datos/callejero_calles/07210.csv
07220,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRESNEDO DE LA CALZADA,FRESNEDO DE LA CALZADA,FRESNEDO DE LA CALZADA,,http://datos.santander.es/api/datos/callejero_calles/07220.csv
07230,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL HIPODROMO,EL HIPODROMO,HIPODROMO (EL),,http://datos.santander.es/api/datos/callejero_calles/07230.csv
07240,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BRUNO ALONSO,BRUNO ALONSO,BRUNO ALONSO,,http://datos.santander.es/api/datos/callejero_calles/07240.csv
07250,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PANCHO COSSIO,PANCHO COSSIO,PANCHO COSSIO,,http://datos.santander.es/api/datos/callejero_calles/07250.csv
07260,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRONTON,FRONTON,FRONTON,,http://datos.santander.es/api/datos/callejero_calles/07260.csv
07270,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RAFAEL GONZALEZ ECHEGARAY,RAFAEL GONZALEZ ECHEGARAY,RAFAEL GONZALEZ ECHEGARAY,,http://datos.santander.es/api/datos/callejero_calles/07270.csv
07280,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA CUEVONA,LA CUEVONA,CUEVONA (LA),,http://datos.santander.es/api/datos/callejero_calles/07280.csv
07310,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LUIS HOYOS SAINZ,LUIS HOYOS SAINZ,LUIS HOYOS SAINZ,,http://datos.santander.es/api/datos/callejero_calles/07310.csv
07320,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DE LA UNIVERSIDAD,DE LA UNIVERSIDAD,UNIVERSIDAD (DE LA),,http://datos.santander.es/api/datos/callejero_calles/07320.csv
07330,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SOL,SOL,SOL,,http://datos.santander.es/api/datos/callejero_calles/07330.csv
07350,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LUZMELA,LUZMELA,LUZMELA,,http://datos.santander.es/api/datos/callejero_calles/07350.csv
07370,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ELCANO,ELCANO,ELCANO,,http://datos.santander.es/api/datos/callejero_calles/07370.csv
07380,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL MERCADO,EL MERCADO,MERCADO (EL),,http://datos.santander.es/api/datos/callejero_calles/07380.csv
07390,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EMILIA PARDO BAZAN,EMILIA PARDO BAZAN,EMILIA PARDO BAZAN,,http://datos.santander.es/api/datos/callejero_calles/07390.csv
07400,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LOS HIDALGOS,LOS HIDALGOS,HIDALGOS (LOS),,http://datos.santander.es/api/datos/callejero_calles/07400.csv
07410,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RICARDO LEON,RICARDO LEON,RICARDO LEON,,http://datos.santander.es/api/datos/callejero_calles/07410.csv
07420,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ROGELIO DE EGUSQUIZA,ROGELIO DE EGUSQUIZA,ROGELIO DE EGUSQUIZA,,http://datos.santander.es/api/datos/callejero_calles/07420.csv
07430,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FERNANDO SEGURA,FERNANDO SEGURA,FERNANDO SEGURA,,http://datos.santander.es/api/datos/callejero_calles/07430.csv
07440,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALCALDE VEGA LAMERA,ALCALDE VEGA LAMERA,ALCALDE VEGA LAMERA,,http://datos.santander.es/api/datos/callejero_calles/07440.csv
07450,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VIVEROS,VIVEROS,VIVEROS,,http://datos.santander.es/api/datos/callejero_calles/07450.csv
07460,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FAMILIA REAL,FAMILIA REAL,FAMILIA REAL,,http://datos.santander.es/api/datos/callejero_calles/07460.csv
07470,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUAN DE BORBON,JUAN DE BORBON,JUAN DE BORBON,,http://datos.santander.es/api/datos/callejero_calles/07470.csv
07480,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE FRANCISCO ALONSO,JOSE FRANCISCO ALONSO,JOSE FRANCISCO ALONSO,,http://datos.santander.es/api/datos/callejero_calles/07480.csv
07500,2017-10-30T23:04:57.626Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANTONIO ZABALETA,ANTONIO ZABALETA,ANTONIO ZABALETA,,http://datos.santander.es/api/datos/callejero_calles/07500.csv
06900,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AUGUSTO G LINARES,AUGUSTO G LINARES,AUGUSTO G LINARES,,http://datos.santander.es/api/datos/callejero_calles/06900.csv
06910,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ESTUDIANTES,ESTUDIANTES,ESTUDIANTES,,http://datos.santander.es/api/datos/callejero_calles/06910.csv
06920,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AGUSTIN DE COLOSIA,AGUSTIN DE COLOSIA,AGUSTIN DE COLOSIA,,http://datos.santander.es/api/datos/callejero_calles/06920.csv
06930,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOAQUIN SALAS,JOAQUIN SALAS,JOAQUIN SALAS,,http://datos.santander.es/api/datos/callejero_calles/06930.csv
06940,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA CANDIA,LA CANDIA,CANDIA (LA),,http://datos.santander.es/api/datos/callejero_calles/06940.csv
06980,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CORCEÑO,CORCEÑO,CORCEÑO,,http://datos.santander.es/api/datos/callejero_calles/06980.csv
06990,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FAUSTINO CAVADAS,FAUSTINO CAVADAS,FAUSTINO CAVADAS,,http://datos.santander.es/api/datos/callejero_calles/06990.csv
07010,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BENIDORM,BENIDORM,BENIDORM,,http://datos.santander.es/api/datos/callejero_calles/07010.csv
07020,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BLAS CABRERA,BLAS CABRERA,BLAS CABRERA,,http://datos.santander.es/api/datos/callejero_calles/07020.csv
07030,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RAMON SAEZ DE ADANA,RAMON SAEZ DE ADANA,RAMON SAEZ DE ADANA,,http://datos.santander.es/api/datos/callejero_calles/07030.csv
07040,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE DE ESCANDON,JOSE DE ESCANDON,JOSE DE ESCANDON,,http://datos.santander.es/api/datos/callejero_calles/07040.csv
07050,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CARLOS SALOMON,CARLOS SALOMON,CARLOS SALOMON,,http://datos.santander.es/api/datos/callejero_calles/07050.csv
07060,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO GINER,FRANCISCO GINER,FRANCISCO GINER,,http://datos.santander.es/api/datos/callejero_calles/07060.csv
07070,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANTONIO DE CABEZON,ANTONIO DE CABEZON,ANTONIO DE CABEZON,,http://datos.santander.es/api/datos/callejero_calles/07070.csv
07080,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MIRALMAR,MIRALMAR,MIRALMAR,,http://datos.santander.es/api/datos/callejero_calles/07080.csv
07090,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MACIAS PICAVEA,MACIAS PICAVEA,MACIAS PICAVEA,,http://datos.santander.es/api/datos/callejero_calles/07090.csv
07110,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE MARTINEZ MAZAS,JOSE MARTINEZ MAZAS,JOSE MARTINEZ MAZAS,,http://datos.santander.es/api/datos/callejero_calles/07110.csv
07120,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE RIOJA,JOSE RIOJA,JOSE RIOJA,,http://datos.santander.es/api/datos/callejero_calles/07120.csv
07130,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANTONIO QUIROS,ANTONIO QUIROS,ANTONIO QUIROS,,http://datos.santander.es/api/datos/callejero_calles/07130.csv
07140,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA MONTAÑESA,LA MONTAÑESA,MONTAÑESA (LA),,http://datos.santander.es/api/datos/callejero_calles/07140.csv
07150,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SALVADOR HEDILLA,SALVADOR HEDILLA,SALVADOR HEDILLA,,http://datos.santander.es/api/datos/callejero_calles/07150.csv
07160,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,OBISPO PUCHOL,OBISPO PUCHOL,OBISPO PUCHOL,,http://datos.santander.es/api/datos/callejero_calles/07160.csv
07170,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN QUINTIN,SAN QUINTIN,SAN QUINTIN,,http://datos.santander.es/api/datos/callejero_calles/07170.csv
07190,2017-10-30T23:04:57.625Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARIANELA,MARIANELA,MARIANELA,,http://datos.santander.es/api/datos/callejero_calles/07190.csv
06640,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MADRE SOLEDAD GP SAN LUIS,MADRE SOLEDAD GRUPO SAN LUIS,MADRE SOLEDAD GP SAN LUIS,,http://datos.santander.es/api/datos/callejero_calles/06640.csv
06660,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RAMON MENENDEZ PIDAL,RAMON MENENDEZ PIDAL,RAMON MENENDEZ PIDAL,,http://datos.santander.es/api/datos/callejero_calles/06660.csv
06680,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,REPUENTE,REPUENTE,REPUENTE,,http://datos.santander.es/api/datos/callejero_calles/06680.csv
06710,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RESCONORIO,RESCONORIO,RESCONORIO,,http://datos.santander.es/api/datos/callejero_calles/06710.csv
06720,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TRISTANA,TRISTANA,TRISTANA,,http://datos.santander.es/api/datos/callejero_calles/06720.csv
06750,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LOS FORAMONTANOS,LOS FORAMONTANOS,FORAMONTANOS (LOS),,http://datos.santander.es/api/datos/callejero_calles/06750.csv
06770,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MAZO DE ABAJO,MAZO DE ABAJO,MAZO DE ABAJO,,http://datos.santander.es/api/datos/callejero_calles/06770.csv
06780,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MAZO DE ARRIBA,MAZO DE ARRIBA,MAZO DE ARRIBA,,http://datos.santander.es/api/datos/callejero_calles/06780.csv
06790,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VICTORIANO FERNANDEZ,VICTORIANO FERNANDEZ,VICTORIANO FERNANDEZ,,http://datos.santander.es/api/datos/callejero_calles/06790.csv
06870,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUAN DEL CASTILLO,JUAN DEL CASTILLO,JUAN DEL CASTILLO,,http://datos.santander.es/api/datos/callejero_calles/06870.csv
06880,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTO TORIBIO,SANTO TORIBIO,SANTO TORIBIO,,http://datos.santander.es/api/datos/callejero_calles/06880.csv
06890,2017-10-30T23:04:57.624Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BRAÑAFLOR,BRAÑAFLOR,BRAÑAFLOR,,http://datos.santander.es/api/datos/callejero_calles/06890.csv
06230,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LAS QUEBRANTAS,LAS QUEBRANTAS,QUEBRANTAS (LAS),,http://datos.santander.es/api/datos/callejero_calles/06230.csv
06240,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,NUEVE VALLES,NUEVE VALLES,NUEVE VALLES,,http://datos.santander.es/api/datos/callejero_calles/06240.csv
06250,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GERARDO DE ALVEAR,GERARDO DE ALVEAR,GERARDO DE ALVEAR,,http://datos.santander.es/api/datos/callejero_calles/06250.csv
06260,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PEDRO SALINAS,PEDRO SALINAS,PEDRO SALINAS,,http://datos.santander.es/api/datos/callejero_calles/06260.csv
06290,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AUTONOMIA,AUTONOMIA,AUTONOMIA,,http://datos.santander.es/api/datos/callejero_calles/06290.csv
06300,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DEL INGENIO,DEL INGENIO,INGENIO (DEL),,http://datos.santander.es/api/datos/callejero_calles/06300.csv
06310,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CONCHA ESPINA,CONCHA ESPINA,CONCHA ESPINA,,http://datos.santander.es/api/datos/callejero_calles/06310.csv
