Àrea,Orgànic,Actuació,Servei,% d'execució,Acció ,Una ciutat oberta al món,Governar amb la gent,Igualtat i defensa dels drets socials,Convivència i civisme,Una ciutat educadora,Una ciutat creativa,Espais i serveis de qualitat,Compromís ambiental,Una ciutat econòmicament competitiva,Transparència i eficiència,Cultura de pau,Roca Umbert,Pla de civisme i convivència,Programa global sobre habitatge,Potenciació de la formació professional,Transició energètica i canvi climàtic,C17,Circuit de Catalunya,Redefinició del model comercial,Societat del coneixement,Programa,Grau d'execució,Data actualització grau d'execució,Acció nova o de continuïtat,Any 2015,Any 2016,Any 2017,Any 2018,Any 2019,Barri
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Desenvolupar un pla de comunicaci&oacute; digital, per tal d'adequar els missatges i canals als diferents p&uacute;blics, millorar la informaci&oacute; que oferim,  fomentar la participaci&oacute;  i refor&ccedil;ar la projecci&oacute; i atractivitat de la ciutat",Comunicació,33%,Establir un model per a l’avaluació i medició de resultats que permeti prendre decisions i disposar d’indicadors de resultats i impulsar el retorn a la ciutadania de les iniciatives que es promouen,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Primeres accions,07/22/2016 01:51:24 PM,Nou,0,0,1,1,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Desenvolupar un pla de comunicaci&oacute; digital, per tal d'adequar els missatges i canals als diferents p&uacute;blics, millorar la informaci&oacute; que oferim,  fomentar la participaci&oacute;  i refor&ccedil;ar la projecci&oacute; i atractivitat de la ciutat",Comunicació,33%,"Definir una estratègia de marques d’Ajuntament coherent i amb criteris comuns, per aconseguir major notorietat i millor posicionament",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Primeres accions,07/22/2016 01:43:37 PM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Desenvolupar un pla de comunicaci&oacute; digital, per tal d'adequar els missatges i canals als diferents p&uacute;blics, millorar la informaci&oacute; que oferim,  fomentar la participaci&oacute;  i refor&ccedil;ar la projecci&oacute; i atractivitat de la ciutat",Comunicació,33%,Definir estratègia de segmentació de la informació cap als públics i enviar la informació d'acord a la segmentació i utilitzant els diferents canals i formats en funció dels públics i la informació,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Primeres accions,07/22/2016 01:45:58 PM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Desenvolupar un pla de comunicaci&oacute; digital, per tal d'adequar els missatges i canals als diferents p&uacute;blics, millorar la informaci&oacute; que oferim,  fomentar la participaci&oacute;  i refor&ccedil;ar la projecci&oacute; i atractivitat de la ciutat",Comunicació,33%,"Disposar d’un espai aglutinador de tota la informació de ciutat tant de les activitats organitzades per l’Ajuntament, com de les empreses municipals, com de terceres parts",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Pendent,,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Promoure una campanya de ciutat, que integri tots els elements per a la promoci&oacute; d'esdeveniments, l'atractivitat i la creaci&oacute; d'una marca com a identitat reconeixible de la ciutat",Promoció de Ciutat,17%,"Creació d'una campanya de ciutat, que integri tots els elements de projecció i reforci l'atractivitat i la identitat",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,En execució,07/22/2016 01:43:22 PM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Promoure una campanya de ciutat, que integri tots els elements per a la promoci&oacute; d'esdeveniments, l'atractivitat i la creaci&oacute; d'una marca com a identitat reconeixible de la ciutat",Promoció de Ciutat,17%,"Desenvolupar el concepte ‘mercat’, vinculat a la història i a l’activitat econòmica de Granollers, i entès en un sentit ampli, com un element de promoció de la ciutat.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Pendent,,Nou,0,0,1,1,0,0
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,Definir i implantar un Pla de comunicaci&oacute; interna integral,Comunicació,17%,Vetllar perquè a totes les entrades de tots els edificis municipals es faci una atenció adequada per part de les persones que fan l'acollida.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Pendent,,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,Definir i implantar un Pla de comunicaci&oacute; per donar a con&egrave;ixer a tots els p&uacute;blics la informaci&oacute; de servei i de la ciutat que pugui ser del seu inter&egrave;s. Promoure una comunicaci&oacute; activa i personalitzada,Comunicació,44%,"Redefinir el Rengle perquè pugui incorporar tota la oferta cultural, i crear una agenda de tots els actes i esdeveniments a la ciutat (esportius, socials, institucionals, culturals...)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Primeres accions,12/23/2016 02:06:10 PM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Promoure una campanya de ciutat, que integri tots els elements per a la promoci&oacute; d'esdeveniments, l'atractivitat i la creaci&oacute; d'una marca com a identitat reconeixible de la ciutat",Promoció de Ciutat,17%,Millorar la imatge de les entrades de la ciutat.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Processos estrategics,Pendent,,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Promoure una campanya de ciutat, que integri tots els elements per a la promoci&oacute; d'esdeveniments, l'atractivitat i la creaci&oacute; d'una marca com a identitat reconeixible de la ciutat",Promoció de Ciutat,17%,"Millorar la senyalització externa de la ciutat, carrers, edificis municipals, serveis, etc. com un element de qualitat en l'espai urbà i també com a element de reforç de l'atractivitat de la ciutat",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Processos estrategics,Pendent,,Continuïtat,0,1,1,0,0,
Projectes Estratègics i Comunicació,Contractació i Compres,Millora de  la contractaci&oacute; p&uacute;blica,Contractació,78%,Crear la taula de la contractació per aconseguir més agilitat i eficiència a les compres públiques,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,Executat,01/27/2017 01:50:33 PM,Continuïtat,0,1,0,0,0,
Projectes Estratègics i Comunicació,Contractació i Compres,Millora de  la contractaci&oacute; p&uacute;blica,Contractació,78%,Incorporació de clàusules ambientals en la contractació pública,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,06/05/2017 12:34:30 PM,Continuïtat,0,1,1,0,0,
Projectes Estratègics i Comunicació,Contractació i Compres,Millora de  la contractaci&oacute; p&uacute;blica,Contractació,78%,Incorporació de clàusules socials en la contractació pública per afavorir les empreses que treballen amb col·lectius en risc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,06/05/2017 12:36:55 PM,Continuïtat,0,1,1,0,0,
Projectes Estratègics i Comunicació,Contractació i Compres,Facilitar l'acc&eacute;s a la contractaci&oacute; p&uacute;blica a les pimes i comer&ccedil;os locals,Contractació,33%,"Elaboració d'un projecte transversal amb la finalitat d'informar i donar suport, per tal que pimes i comerços petits puguin accedir a la contractació pública",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Pendent,Primeres accions,06/05/2017 12:40:39 PM,Nou,0,0,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Elaborar un projecte per posar en valor i promoure a nivell internacional el car&agrave;cter esportiu de la ciutat i l&rsquo;excel&middot;l&egrave;ncia en determinats esports, en el marc del Pla de Projecci&oacute; Exterior",Projecció exterior,50%,Acollir competicions esportives i activitats formatives internacionals i reforçar la vessant internacional de les competicions esportives existents.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,06/28/2016 04:50:23 PM,Nou,0,1,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Elaborar un projecte per posar en valor i promoure a nivell internacional el car&agrave;cter esportiu de la ciutat i l&rsquo;excel&middot;l&egrave;ncia en determinats esports, en el marc del Pla de Projecci&oacute; Exterior",Projecció exterior,50%,"Donar suport a la projecció exterior dels esports d’excel·lència de Granollers, vinculant-ho a la imatge de la ciutat.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,12/23/2016 09:11:10 AM,Nou,0,1,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Millorar la informaci&oacute; de l'Ajuntament i la ciutat, la seva difusi&oacute; i atractivitat, per fer-ne una eina de coneixement i de planificaci&oacute; de pol&iacute;tiques p&uacute;bliques de ciutat",Pla estratègic de Granollers,33%,Facilitar l'accés i la consulta dels indicadors de la ciutat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Indicadors, estudis i programa",En execució,07/07/2017 10:28:07 AM,Continuïtat,0,1,1,1,0,0
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Desenvolupar el Pla de Projecci&oacute; Exterior per refor&ccedil;ar la projecci&oacute; exterior a trav&eacute;s d&rsquo;una planificaci&oacute; estrat&egrave;gica, millorant la nostra participaci&oacute; en espais internacionals que tinguin impacte en els projectes locals",Projecció exterior,27%,"Aconseguir que el teixit local es nodreixi de les experiències, oportunitats i recursos que provinguin de fora",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,07/05/2017 10:11:52 AM,Nou,0,1,1,1,1,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Millorar la informaci&oacute; de l'Ajuntament i la ciutat, la seva difusi&oacute; i atractivitat, per fer-ne una eina de coneixement i de planificaci&oacute; de pol&iacute;tiques p&uacute;bliques de ciutat",Pla estratègic de Granollers,33%,"Fer estudis, informes i enquestes que serveixen per planificar i avaluar polítiques públiques i l'estat de la ciutat",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Indicadors, estudis i programa",Pendent,,Nou,0,0,1,1,0,0
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Posar a l&rsquo;abast de la ciutadania el coneixement del Programa d'Actuaci&oacute; Municipal, aix&iacute; com el seu seguiment i avaluaci&oacute;",Govern obert,67%,"Publicar al web municipal les fitxes de seguiment dels principals projectes en les quals es contemplen els objectius, el pressupost, els actors, l’estat d’execució i l’avaluació dels projectes.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Processos estrategics,En execució,07/07/2017 10:28:25 AM,Continuïtat,0,1,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Posar a l&rsquo;abast de la ciutadania el coneixement del Programa d'Actuaci&oacute; Municipal, aix&iacute; com el seu seguiment i avaluaci&oacute;",Govern obert,67%,"Donar a conèixer a través de compareixences públiques i amb una periodicitat anual, l’estat d’execució del Programa d’Actuació Municipal.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Processos estrategics,En execució,01/27/2017 01:29:14 PM,Continuïtat,0,1,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,Estimular l'obertura de la ciutadania cap a l'exterior i cap als temes internacionals,Projecció exterior,0%,Dissenyar el web municipal com una finestra a l’exterior a l’abast dels granollerins i granollerines que viuen a fora del municipi.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,0,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Desenvolupar i consolidar projectes vinculats a Medi Ambient amb potencialitat per esdevenir de refer&egrave;ncia internacional, com un element de projecci&oacute; i atractivitat de ciutat",Projecció exterior,33%,"Projectes innovadors d'eficiència energètica, com per exemple la recerca de la simbiosi industrial en el camp de l’energia (intercanvi de calor).",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Pendent,En execució,06/28/2016 04:50:53 PM,Nou,0,1,0,0,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Desenvolupar el Pla de Projecci&oacute; Exterior per refor&ccedil;ar la projecci&oacute; exterior a trav&eacute;s d&rsquo;una planificaci&oacute; estrat&egrave;gica, millorant la nostra participaci&oacute; en espais internacionals que tinguin impacte en els projectes locals",Projecció exterior,27%,Comunicar i difondre el Pla de projecció exterior a la ciutadania i agents locals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,07/03/2017 12:26:22 PM,Nou,0,0,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Desenvolupar el Pla de Projecci&oacute; Exterior per refor&ccedil;ar la projecci&oacute; exterior a trav&eacute;s d&rsquo;una planificaci&oacute; estrat&egrave;gica, millorant la nostra participaci&oacute; en espais internacionals que tinguin impacte en els projectes locals",Projecció exterior,27%,"Promoure els aspectes més destacats a la ciutat, en fires, comerç i turisme, en projectes de medi ambient, del sector del motor, esdeveniments vinculats a la cultura de pau.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,01/27/2017 01:55:10 PM,Nou,0,0,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Desenvolupar el Pla de Projecci&oacute; Exterior per refor&ccedil;ar la projecci&oacute; exterior a trav&eacute;s d&rsquo;una planificaci&oacute; estrat&egrave;gica, millorant la nostra participaci&oacute; en espais internacionals que tinguin impacte en els projectes locals",Projecció exterior,27%,"Implicar agents locals, societat civil i ciutadania en els projectes del Pla de projecció exterior",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,07/05/2017 09:04:48 AM,Nou,0,0,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Desenvolupar i consolidar projectes vinculats a Medi Ambient amb potencialitat per esdevenir de refer&egrave;ncia internacional, com un element de projecci&oacute; i atractivitat de ciutat",Projecció exterior,33%,"Desenvolupar projectes de gestió intel·ligent de l’aigua i productes alternatius, relacionats amb el parc fluvial i l'espai Natural de Can Cabanyes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Pendent,Pendent,,Continuïtat,0,0,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Mantenir un paper actiu en les diverses xarxes de ciutats, tant de l'&agrave;mbit internacional com amb els municipis de l'entorn",Promoció de Ciutat,56%,"Promoure i incrementar el treball conjunt amb els municipis de l’entorn, compartint el desplegament de projectes estratègics i impulsant nous canals de col·laboració.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Processos estrategics,En execució,07/05/2017 08:39:20 AM,Continuïtat,0,1,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,Augmentar l&rsquo;impacte del Circuit de Barcelona-Catalunya en el desenvolupament i posicionament de Granollers,Projecció exterior,67%,"Creació d’un pol internacional del sector del motor, una zona d’activitat econòmica i desenvolupament al voltant del circuit",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Pendent,En execució,06/28/2016 04:51:42 PM,Nou,0,1,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,Estimular l'obertura de la ciutadania cap a l'exterior i cap als temes internacionals,Projecció exterior,0%,Crear una xarxa internacional d’ambaixadors de la ciutat per tal de vincular les persones nascudes a Granollers que viuen a l’estranger als projectes de ciutat.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,0,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Treballar amb els col&middot;lectius i associacions de persones nouvingudes en iniciatives que vinculin Granollers amb les seves ciutats d&rsquo;origen, per tal d&rsquo;aprofundir en el coneixement mutu i refor&ccedil;ar els lligams socials, culturals i econ&ograve;mics",Projecció exterior,67%,"Analitzar els principals llocs d'origen de les persones nouvingudes i quines són les possibles línies de col·laboració, d'acord amb les entitats i persones",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,01/27/2017 01:59:28 PM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,Estimular l'obertura de la ciutadania cap a l'exterior i cap als temes internacionals,Projecció exterior,0%,Granollerins al món.Crear un espai de treball virtual amb els granollerins i granollerines que viuen a altres països perqué puguin aportar idees i noves mirades i alhora projectar Granollers al món.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,0,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Desenvolupar un projecte per fer de Granollers un referent de la recerca aplicada a la salut i l'esport, tal i com es defineix en el Pla de Projecci&oacute; Exterior",Projecció exterior,0%,"Posar les bases per esdevenir un centre de referència internacional en l’àmbit de la salut, l’esport i la geriatria",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Facilitar l&rsquo;escolta activa de l&rsquo;Ajuntament de Granollers mitjan&ccedil;ant la institucionalitzaci&oacute; de mitjans de participaci&oacute; ciutadana en l&rsquo;impuls, execuci&oacute; i avaluaci&oacute; de les pol&iacute;tiques p&uacute;bliques locals.",Govern obert,33%,Establir mecanismes d' interrelació amb els ciutadans que permeti recollir les seves opinions respecte a la gestió i els serveis municipals.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Processos estrategics,Primeres accions,06/30/2016 02:20:11 PM,Continuïtat,0,1,1,0,0,
Projectes Estratègics i Comunicació,Projectes Estratègics i Programació,"Mantenir un paper actiu en les diverses xarxes de ciutats, tant de l'&agrave;mbit internacional com amb els municipis de l'entorn",Promoció de Ciutat,56%,"Mantenir un paper actiu en les diverses xarxes de ciutats, com ara l'Associació Internacional de Ciutats Educadores, la Xarxa de Ciutats i Pobles cap a la Sostenibilitat, la Red de Ciudades por el Clima, la Red Biodiversidad o Mayors for Peace",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Processos estrategics,En execució,02/02/2016 06:37:26 PM,Continuïtat,0,1,1,1,0,
