DATA DE RECOLLIDA,SO2 (µg/m³),NO (µg/m³),NO2 (µg/m³),O3 (µg/m³),CO (mg/m³),PM10 (µg/m³)
20/09/2012,2,13,42,32,0.2,
21/09/2012,2,33,45,36,0.3,
22/09/2012,1,3,18,55,0.2,
23/09/2012,1,2,21,58,0.2,
24/09/2012,1,4,16,65,0.2,
25/09/2012,5,24,44,42,0.2,
26/09/2012,,20,45,41,0.2,
27/09/2012,,15,29,47,0.2,
28/09/2012,,7,24,52,0.2,
29/09/2012,,2,9,72,0.2,
02/10/2012,5,17,47,49,0.2,
03/10/2012,6,62,60,33,0.3,
04/10/2012,3,28,44,47,0.3,
05/10/2012,2,20,46,37,0.3,
06/10/2012,2,9,33,41,0.3,
07/10/2012,2,7,33,45,0.3,
08/10/2012,5,46,63,22,0.4,
09/10/2012,4,24,37,35,0.3,
10/10/2012,2,7,23,38,0.3,
11/10/2012,3,26,41,16,0.3,
12/10/2012,3,18,19,23,0.2,
13/10/2012,2,4,20,32,0.2,
14/10/2012,4,16,19,37,0.2,
15/10/2012,4,20,27,32,0.2,
16/10/2012,7,45,44,23,0.3,
17/10/2012,7,46,40,38,0.3,
18/10/2012,3,2,15,59,0.3,
19/10/2012,3,3,19,45,0.3,
20/10/2012,2,2,7,48,0.2,
21/10/2012,3,1,6,61,0.2,
22/10/2012,3,,,42,0.2,
23/10/2012,4,24,64,21,0.3,
24/10/2012,4,41,47,23,0.2,
25/10/2012,5,42,46,15,0.3,
26/10/2012,5,15,33,32,0.2,
27/10/2012,5,6,18,42,0.2,
28/10/2012,3,13,26,47,0.2,
29/10/2012,9,57,54,21,0.7,
30/10/2012,9,43,46,18,0.4,
31/10/2012,6,8,26,51,0.2,
02/11/2012,5,48,59,26,0.5,
03/11/2012,4,35,54,12,0.5,
04/11/2012,3,21,40,17,0.4,
05/11/2012,2,20,36,29,0.2,
06/11/2012,4,50,48,15,0.4,
07/11/2012,6,65,55,8,0.5,
08/11/2012,8,94,68,11,0.6,
09/11/2012,9,113,76,5,0.6,
10/11/2012,4,52,50,13,0.5,
11/11/2012,2,18,27,25,0.3,
12/11/2012,5,75,53,15,0.5,
13/11/2012,6,58,37,35,0.3,
14/11/2012,4,1,9,54,0.3,
15/11/2012,5,22,38,34,0.4,
16/11/2012,8,60,66,10,0.5,
17/11/2012,5,21,41,24,0.3,
18/11/2012,3,1,8,61,0.2,
19/11/2012,7,62,47,11,0.5,
20/11/2012,13,142,68,8,0.5,
21/11/2012,9,69,60,7,0.4,
22/11/2012,11,108,63,6,0.5,
23/11/2012,13,122,73,7,0.6,
24/11/2012,7,38,57,14,0.4,
25/11/2012,7,41,57,11,0.5,
26/11/2012,8,36,58,11,0.6,
27/11/2012,7,11,31,27,,
28/11/2012,10,35,46,13,,
29/11/2012,12,55,53,12,,
30/11/2012,15,93,65,10,2.1,
01/12/2012,14,73,56,9,,
02/12/2012,13,44,45,20,,
03/12/2012,13,80,53,25,,
04/12/2012,9,42,44,23,0.2,
05/12/2012,5,28,47,29,0.3,
06/12/2012,6,30,48,19,0.4,
07/12/2012,10,79,55,13,0.6,
08/12/2012,7,51,51,19,0.5,
09/12/2012,7,40,52,14,0.8,
10/12/2012,16,170,88,8,0.8,
11/12/2012,12,101,64,7,0.6,
12/12/2012,13,120,81,9,0.5,
13/12/2012,12,133,84,4,0.8,
14/12/2012,6,43,68,6,0.5,
15/12/2012,4,18,43,34,0.3,
16/12/2012,3,7,31,40,0.2,
17/12/2012,7,69,62,16,0.4,
18/12/2012,7,65,54,10,0.3,
19/12/2012,12,143,78,4,0.6,
20/12/2012,16,171,78,4,0.7,
21/12/2012,10,76,59,14,0.4,
22/12/2012,10,96,64,8,0.7,
23/12/2012,10,83,55,9,0.6,
24/12/2012,10,85,59,4,0.5,
25/12/2012,5,12,38,12,0.3,
26/12/2012,6,43,42,11,0.5,
27/12/2012,7,50,43,15,0.3,
28/12/2012,11,106,65,7,0.5,
29/12/2012,10,50,54,9,0.4,
30/12/2012,8,34,47,12,0.5,
31/12/2012,12,91,58,9,0.5,
01/02/2015,,10,21,46,,
02/02/2015,,28,43,23,,
03/02/2015,,31,37,9,,
04/02/2015,,14,31,25,,
05/02/2015,,20,30,29,,
06/02/2015,,40,39,22,,
07/02/2015,,20,34,21,,
08/02/2015,,12,28,24,,
09/02/2015,,67,55,12,,
10/02/2015,,56,57,11,,
11/02/2015,,100,72,10,,
12/02/2015,,80,74,13,,
13/02/2015,,49,64,17,,
14/02/2015,,46,55,17,,
15/02/2015,,7,31,30,,
16/02/2015,,50,58,15,,
17/02/2015,,27,47,25,,
18/02/2015,,32,49,34,,
19/02/2015,,34,42,40,,
20/02/2015,,62,61,22,,
21/02/2015,,20,50,26,,
22/02/2015,,6,23,60,,
23/02/2015,,32,43,25,,
24/02/2015,,10,23,49,,
25/02/2015,,11,36,45,,
26/02/2015,,57,55,7,,
27/02/2015,,36,46,30,,
28/02/2015,,22,40,33,,
01/03/2015,,23,47,20,,
02/03/2015,,23,41,19,,
03/03/2015,,22,41,24,,
04/03/2015,,33,41,20,,
05/03/2015,,5,20,63,,
06/03/2015,,51,59,24,,
07/03/2015,,30,50,29,,
08/03/2015,,19,48,34,,
09/03/2015,,45,68,29,,
10/03/2015,,53,73,32,,
11/03/2015,,53,85,23,,
12/03/2015,,53,57,41,,
13/03/2015,,21,48,52,,
14/03/2015,,3,26,53,,
15/03/2015,,9,30,38,,
16/03/2015,,4,25,48,,
17/03/2015,,24,34,40,,
18/03/2015,,1,15,73,,
19/03/2015,,1,14,86,,
20/03/2015,,1,11,92,,
21/03/2015,,1,11,79,,
22/03/2015,,1,10,74,,
23/03/2015,,2,17,74,,
24/03/2015,,1,17,76,,
25/03/2015,,11,43,36,,
26/03/2015,,13,41,45,,
27/03/2015,,31,55,28,,
28/03/2015,,16,39,35,,
29/03/2015,,12,38,30,,
30/03/2015,,44,59,26,,
31/03/2015,,11,37,45,,
01/04/2015,,23,39,38,,
02/04/2015,,11,35,50,,
03/04/2015,,6,19,56,,
04/04/2015,,2,18,54,,
05/04/2015,,3,19,52,,
06/04/2015,,1,10,75,,
07/04/2015,,16,29,53,,
08/04/2015,,25,47,49,,
09/04/2015,,31,53,48,,
10/04/2015,,22,39,63,,
11/04/2015,,2,18,78,,
12/04/2015,,3,28,68,,
13/04/2015,,37,67,38,,
14/04/2015,,36,66,44,,
15/04/2015,,15,36,64,,
16/04/2015,,9,36,55,,
17/04/2015,,11,34,45,,
18/04/2015,,12,39,44,,
19/04/2015,,4,23,54,,
20/04/2015,,13,41,43,,
21/04/2015,,28,51,45,,
22/04/2015,,25,55,43,,
23/04/2015,,16,48,53,,
24/04/2015,,22,55,44,,
25/04/2015,,3,29,56,,
26/04/2015,,2,15,62,,
27/04/2015,,9,24,46,,
28/04/2015,,8,28,46,,
29/04/2015,,34,51,49,,
30/04/2015,,28,56,42,,
01/05/2015,,7,40,47,,
02/05/2015,,4,33,56,,
03/05/2015,,5,33,55,,
04/05/2015,,10,59,50,,
05/05/2015,,14,78,42,,
06/05/2015,,18,54,53,,
07/05/2015,,22,58,52,,
08/05/2015,,19,51,60,,
09/05/2015,,10,43,62,,
10/05/2015,,5,31,58,,
11/05/2015,,29,61,44,,
12/05/2015,,23,49,51,,
13/05/2015,,22,57,42,,
14/05/2015,,8,42,55,,
15/05/2015,,3,14,78,,
16/05/2015,,4,27,69,,
17/05/2015,,3,22,76,,
18/05/2015,,15,37,54,,
19/05/2015,,7,25,46,,
20/05/2015,,8,18,49,,
21/05/2015,,4,19,60,,
22/05/2015,,5,24,68,,
23/05/2015,,7,26,67,,
24/05/2015,,3,24,73,,
25/05/2015,,20,41,64,,
26/05/2015,,4,22,72,,
27/05/2015,,10,25,65,,
28/05/2015,,17,44,49,,
29/05/2015,,16,49,53,,
30/05/2015,,9,31,67,,
31/05/2015,,3,26,71,,
01/06/2015,,6,33,66,,
02/06/2015,,16,50,50,,
03/06/2015,,12,61,49,,
04/06/2015,,29,59,56,,
05/06/2015,,23,61,51,,
06/06/2015,,18,45,68,,
07/06/2015,,3,37,82,,
08/06/2015,,8,48,63,,
09/06/2015,,12,42,62,,
10/06/2015,,3,21,92,,
11/06/2015,,2,17,91,,
12/06/2015,,6,37,62,,
13/06/2015,,2,15,88,,
14/06/2015,,2,21,76,,
15/06/2015,,5,29,63,,
16/06/2015,,9,35,48,,
17/06/2015,,7,28,59,,
18/06/2015,,7,37,74,,
19/06/2015,,3,27,80,,
20/06/2015,,5,29,69,,
21/06/2015,,1,23,75,,
22/06/2015,,9,42,58,,
23/06/2015,,5,33,76,,
24/06/2015,,4,18,81,,
25/06/2015,,10,38,68,,
26/06/2015,,13,46,67,,
27/06/2015,,8,35,66,,
28/06/2015,,8,28,67,,
29/06/2015,,12,47,61,,
30/06/2015,,13,52,63,,
01/07/2015,,13,37,71,,
02/07/2015,,2,20,97,,
03/07/2015,,8,32,84,,
04/07/2015,,4,36,86,,
05/07/2015,,4,39,75,,
06/07/2015,,17,53,66,,
07/07/2015,,13,46,70,,
08/07/2015,,3,23,83,,
09/07/2015,,4,25,72,,
10/07/2015,,11,42,52,,
11/07/2015,,2,21,75,,
12/07/2015,,2,19,70,,
13/07/2015,,5,31,60,,
14/07/2015,,6,35,60,,
15/07/2015,,8,35,63,,
16/07/2015,,14,47,62,,
17/07/2015,,9,35,65,,
18/07/2015,,3,22,75,,
19/07/2015,,1,17,88,,
20/07/2015,,3,30,66,,
21/07/2015,,5,29,59,,
22/07/2015,,6,29,90,,
23/07/2015,,7,32,62,,
24/07/2015,,7,27,58,,
25/07/2015,,3,19,60,,
26/07/2015,,3,22,58,,
27/07/2015,,3,21,43,,
28/07/2015,,9,27,42,,
29/07/2015,,5,22,50,,
30/07/2015,,3,18,56,,
31/07/2015,,4,23,62,,
01/08/2015,,2,12,90,,
02/08/2015,,3,21,71,,
03/08/2015,,8,32,56,,
04/08/2015,,2,19,76,,
05/08/2015,,13,41,47,,
06/08/2015,,5,27,62,,
07/08/2015,,4,25,59,,
08/08/2015,,3,24,50,,
09/08/2015,,1,12,57,,
10/08/2015,,2,13,67,,
11/08/2015,,10,26,63,,
12/08/2015,,4,26,52,,
13/08/2015,,3,24,53,,
14/08/2015,,6,17,58,,
15/08/2015,,2,13,50,,
16/08/2015,,3,18,48,,
17/08/2015,,2,14,63,,
18/08/2015,,2,17,55,,
19/08/2015,,10,29,49,,
20/08/2015,,10,22,54,,
21/08/2015,,6,23,52,,
22/08/2015,,3,23,50,,
23/08/2015,,1,13,62,,
24/08/2015,,10,18,47,,
25/08/2015,,12,23,44,,
26/08/2015,,19,32,37,,
27/08/2015,,7,32,43,,
28/08/2015,,7,28,46,,
29/08/2015,,2,18,51,,
30/08/2015,,2,19,54,,
31/08/2015,,14,33,53,,
01/09/2015,,3,20,71,,
02/09/2015,,6,31,44,,
03/09/2015,,1,15,75,,
04/09/2015,,4,23,45,,
05/09/2015,,9,22,48,,
06/09/2015,,1,13,69,,
07/09/2015,,5,23,59,,
08/09/2015,,6,32,54,,
09/09/2015,,22,37,51,,
10/09/2015,,24,48,24,,
11/09/2015,,10,23,39,,
12/09/2015,,2,17,62,,
13/09/2015,,4,23,45,,
14/09/2015,,20,28,39,,
15/09/2015,,20,33,46,,
16/09/2015,,19,38,40,,
17/09/2015,,3,20,58,,
18/09/2015,,17,30,46,,
19/09/2015,,4,19,57,,
20/09/2015,,1,12,74,,
21/09/2015,,18,36,43,,
22/09/2015,,19,28,51,,
23/09/2015,,4,20,57,,
24/09/2015,,5,29,50,,
25/09/2015,,15,32,54,,
26/09/2015,,4,26,56,,
27/09/2015,,2,18,56,,
28/09/2015,,6,26,49,,
29/09/2015,,4,26,53,,
30/09/2015,,4,21,59,,
01/10/2015,,33,48,35,,
02/10/2015,,25,34,44,,
03/10/2015,,5,30,53,,
04/10/2015,,4,31,42,,
05/10/2015,,48,55,19,,
06/10/2015,,32,40,33,,
07/10/2015,,20,33,34,,
08/10/2015,,8,32,30,,
09/10/2015,,10,36,37,,
10/10/2015,,25,43,31,,
11/10/2015,,10,37,37,,
12/10/2015,,1,17,59,,
13/10/2015,,12,32,28,,
14/10/2015,,8,24,35,,
15/10/2015,,9,33,39,,
16/10/2015,,30,40,30,,
17/10/2015,,22,37,37,,
18/10/2015,,5,41,32,,
19/10/2015,,2,23,43,,
20/10/2015,,3,29,38,,
21/10/2015,,25,46,19,,
22/10/2015,,27,49,27,,
23/10/2015,,62,61,20,,
24/10/2015,,37,56,13,,
26/10/2015,,3,30,33,,
27/10/2015,,19,42,26,,
28/10/2015,,26,39,35,,
29/10/2015,,39,44,19,,
30/10/2015,,26,44,25,,
31/10/2015,,19,29,44,,
01/11/2015,,1,10,82,,
02/11/2015,,1,11,73,,
03/11/2015,,21,44,32,,
04/11/2015,,38,49,18,,
05/11/2015,,44,47,16,,
06/11/2015,,69,53,11,,
07/11/2015,,61,53,16,,
08/11/2015,,13,47,18,,
09/11/2015,,33,53,10,,
10/11/2015,,112,70,6,,
11/11/2015,,122,69,8,,
12/11/2015,,68,54,15,,
13/11/2015,,35,49,18,,
14/11/2015,,46,45,12,,
15/11/2015,,81,56,10,,
16/11/2015,,154,72,5,,
17/11/2015,,133,65,5,,
18/11/2015,,133,66,4,,
19/11/2015,,121,69,5,,
20/11/2015,,87,50,7,,
21/11/2015,,6,21,36,,
22/11/2015,,3,16,48,,
23/11/2015,,23,36,30,,
24/11/2015,,63,57,12,,
25/11/2015,,31,46,16,,
26/11/2015,,46,43,18,,
27/11/2015,,78,59,12,,
28/11/2015,,47,50,11,,
29/11/2015,,56,53,18,,
30/11/2015,,166,78,5,,
01/12/2015,,137,75,5,,
02/12/2015,,168,77,4,,
03/12/2015,,106,63,7,,
04/12/2015,,68,61,5,,
05/12/2015,,110,58,3,,
06/12/2015,,27,38,9,,
07/12/2015,,81,47,4,,
08/12/2015,,64,38,10,,
09/12/2015,,106,45,8,,
10/12/2015,,112,48,7,,
11/12/2015,,92,44,4,,
12/12/2015,,104,47,6,,
13/12/2015,,47,35,9,,
14/12/2015,,151,60,4,,
15/12/2015,,119,51,6,,
16/12/2015,,182,72,4,,
17/12/2015,,194,78,3,,
18/12/2015,,112,57,3,,
19/12/2015,,106,59,4,,
20/12/2015,,32,45,5,,
21/12/2015,,103,58,8,,
22/12/2015,,111,70,4,,
23/12/2015,,76,58,6,,
24/12/2015,,71,61,7,,
25/12/2015,,50,43,9,,
26/12/2015,,59,44,9,,
27/12/2015,,31,43,11,,
28/12/2015,,126,67,6,,
29/12/2015,,92,64,8,,
30/12/2015,,84,46,10,,
31/12/2015,,49,40,8,,
01/01/2016,,56,43,6,,35
02/01/2016,,16,31,16,,16
03/01/2016,,10,22,28,,12
04/01/2016,,26,32,20,,15
05/01/2016,,16,27,33,,12
06/01/2016,,10,19,35,,11
07/01/2016,,19,27,30,,14
08/01/2016,,43,33,29,,19
09/01/2016,,25,34,30,,16
10/01/2016,,3,11,52,,14
11/01/2016,,4,12,55,,18
12/01/2016,,13,28,37,,14
13/01/2016,,72,62,14,,33
14/01/2016,,43,64,11,,25
15/01/2016,,39,57,9,,27
16/01/2016,,13,29,53,,14
17/01/2016,,35,55,19,,28
18/01/2016,,54,57,13,,37
19/01/2016,,73,61,15,,35
20/01/2016,,99,70,11,,43
21/01/2016,,113,71,12,,44
22/01/2016,,124,76,5,,48
23/01/2016,,82,64,9,,45
24/01/2016,,51,51,13,,35
25/01/2016,,43,55,18,,34
26/01/2016,,55,55,12,,41
27/01/2016,,74,64,11,,40
28/01/2016,,71,64,9,,50
29/01/2016,,164,89,2,,68
30/01/2016,,68,52,14,,34
31/01/2016,,29,43,16,,22
01/02/2016,,65,53,13,,33
02/02/2016,,74,60,10,,36
03/02/2016,,49,50,21,,35
04/02/2016,,63,60,16,,32
05/02/2016,,84,86,9,,49
06/02/2016,,28,64,14,,42
07/02/2016,,13,39,32,,19
08/02/2016,,40,49,24,,19
09/02/2016,,13,33,33,,18
10/02/2016,,12,24,50,,14
11/02/2016,,9,33,30,,14
15/02/2016,,,,34,,
16/02/2016,,43,41,19,,21
17/02/2016,,27,35,23,,22
18/02/2016,,59,63,14,,33
19/02/2016,,40,50,20,,29
20/02/2016,,36,50,22,,27
21/02/2016,,45,66,17,,33
22/02/2016,,37,66,20,,69
23/02/2016,,40,55,17,,107
24/02/2016,,54,61,13,,60
25/02/2016,,45,58,19,,41
26/02/2016,,25,53,20,,25
27/02/2016,,1,22,62,,10
28/02/2016,,2,22,55,,8
29/02/2016,,8,41,31,,28
01/03/2016,,19,48,29,,24
02/03/2016,,28,45,32,,27
03/03/2016,,3,35,47,,15
04/03/2016,,16,46,35,,24
05/03/2016,,1,19,61,,9
06/03/2016,,2,27,42,,12
07/03/2016,,13,36,37,,18
08/03/2016,,1,25,51,,14
09/03/2016,,25,44,18,,22
10/03/2016,,46,47,23,,30
11/03/2016,,38,52,25,,30
12/03/2016,,22,43,35,,27
13/03/2016,,8,36,48,,25
14/03/2016,,24,37,50,,31
15/03/2016,,34,53,18,,40
16/03/2016,,29,36,37,,21
17/03/2016,,8,29,39,,12
18/03/2016,,35,47,23,,27
19/03/2016,,8,38,32,,20
20/03/2016,,1,17,65,,11
21/03/2016,,25,33,32,,19
22/03/2016,,45,46,21,,29
23/03/2016,,8,31,49,,21
24/03/2016,,19,44,38,,30
25/03/2016,,10,32,44,,27
26/03/2016,,8,33,37,,21
27/03/2016,,5,26,48,,17
28/03/2016,,5,28,39,,14
29/03/2016,,40,45,30,,22
30/03/2016,,32,53,31,,35
31/03/2016,,4,28,63,,24
01/04/2016,,13,38,34,,15
02/04/2016,,11,28,26,,19
03/04/2016,,20,31,41,,23
04/04/2016,,23,42,38,,27
05/04/2016,,2,24,50,,11
06/04/2016,,51,47,19,,25
07/04/2016,,17,33,44,,21
08/04/2016,,7,29,50,,11
09/04/2016,,16,28,45,,17
10/04/2016,,4,25,57,,22
11/04/2016,,13,40,47,,26
12/04/2016,,19,44,34,,36
13/04/2016,,23,44,42,,22
14/04/2016,,24,42,45,,29
15/04/2016,,18,47,41,,35
16/04/2016,,17,37,42,,28
17/04/2016,,2,16,66,,9
18/04/2016,,10,26,49,,26
19/04/2016,,11,29,48,,24
20/04/2016,,2,13,95,,19
21/04/2016,,3,27,70,,12
22/04/2016,,29,44,32,,22
23/04/2016,,7,28,41,,14
24/04/2016,,11,22,43,,14
25/04/2016,,9,31,54,,23
26/04/2016,,10,26,56,,26
27/04/2016,,2,18,62,,18
28/04/2016,,5,29,43,,15
29/04/2016,,13,38,32,,24
30/04/2016,,10,36,28,,18
01/05/2016,,5,20,55,,13
02/05/2016,,31,44,50,,23
03/05/2016,,,,59,,25
04/05/2016,,,,52,,38
05/05/2016,,2,16,54,,28
06/05/2016,,2,18,82,,19
07/05/2016,,2,17,77,,15
08/05/2016,,1,11,72,,11
09/05/2016,,2,14,61,,14
10/05/2016,,23,46,28,,19
11/05/2016,,25,35,39,,17
12/05/2016,,17,29,45,,18
13/05/2016,,13,30,34,,24
14/05/2016,,13,28,37,,17
15/05/2016,,6,18,56,,18
16/05/2016,,1,11,73,,20
17/05/2016,,5,26,60,,22
18/05/2016,,20,37,43,,32
19/05/2016,,7,23,53,,
20/05/2016,,13,36,44,,24
21/05/2016,,14,34,42,,26
22/05/2016,,6,26,48,,21
23/05/2016,,4,18,53,,15
24/05/2016,,17,34,43,,25
25/05/2016,,12,33,49,,29
26/05/2016,,3,15,66,,25
27/05/2016,,13,40,49,,37
28/05/2016,,5,29,50,,35
29/05/2016,,3,12,68,,13
30/05/2016,,5,16,56,,16
31/05/2016,,7,26,50,,18
01/06/2016,,10,22,60,,20
02/06/2016,,10,26,69,,22
03/06/2016,,17,47,47,,30
04/06/2016,,11,40,55,,24
05/06/2016,,3,18,67,,16
06/06/2016,,19,45,48,,29
07/06/2016,,4,30,69,,22
08/06/2016,,12,47,53,,32
09/06/2016,,16,40,51,,28
10/06/2016,,4,31,69,,25
11/06/2016,,2,18,68,,20
12/06/2016,,4,22,52,,18
13/06/2016,,3,16,60,,21
14/06/2016,,6,18,53,,27
15/06/2016,,3,14,57,,25
16/06/2016,,6,20,53,,16
17/06/2016,,8,26,51,,19
18/06/2016,,5,23,50,,11
19/06/2016,,8,21,48,,
20/06/2016,,8,29,50,,20
21/06/2016,,20,51,43,,36
22/06/2016,,13,47,48,,28
23/06/2016,,14,51,50,,34
24/06/2016,,4,29,69,,35
25/06/2016,,3,28,64,,24
26/06/2016,,1,16,62,,22
27/06/2016,,4,21,58,,23
28/06/2016,,11,35,44,,37
29/06/2016,,12,50,26,,38
30/06/2016,,5,28,,,37
01/07/2016,,12,34,57,,36
02/07/2016,,9,30,47,,31
03/07/2016,,6,22,49,,25
04/07/2016,,12,37,46,,30
05/07/2016,,6,34,58,,33
06/07/2016,,10,36,62,,37
07/07/2016,,12,40,55,,37
08/07/2016,,3,29,76,,31
09/07/2016,,5,24,78,,33
10/07/2016,,2,30,74,,
11/07/2016,,15,45,55,,
12/07/2016,,3,21,68,,18
13/07/2016,,2,14,66,,17
14/07/2016,,2,12,72,,19
15/07/2016,,4,21,65,,30
16/07/2016,,5,25,65,,30
17/07/2016,,4,30,71,,23
18/07/2016,,19,41,59,,43
19/07/2016,,18,48,53,,27
20/07/2016,,15,53,52,,90
21/07/2016,,3,27,73,,63
22/07/2016,,,,74,,28
23/07/2016,,,,56,,19
24/07/2016,,,,71,,20
25/07/2016,,4,34,52,,27
26/07/2016,,15,48,62,,30
27/07/2016,,4,24,85,,22
28/07/2016,,9,30,66,,26
29/07/2016,,12,47,59,,33
30/07/2016,,6,36,66,,27
31/07/2016,,4,21,77,,29
01/08/2016,,5,18,55,,19
02/08/2016,,8,28,61,,24
03/08/2016,,8,37,55,,27
04/08/2016,,12,47,57,,37
05/08/2016,,5,17,65,,22
06/08/2016,,4,16,68,,22
07/08/2016,,4,20,71,,19
08/08/2016,,17,54,59,,33
09/08/2016,,8,25,70,,21
10/08/2016,,5,19,53,,19
11/08/2016,,7,18,62,,27
12/08/2016,,11,27,68,,33
13/08/2016,,6,18,69,,20
14/08/2016,,5,16,74,,
15/08/2016,,5,15,65,,
16/08/2016,,8,26,54,,
17/08/2016,,5,12,71,,33
18/08/2016,,5,12,68,,27
19/08/2016,,8,21,68,,35
20/08/2016,,5,13,56,,26
21/08/2016,,4,5,69,,17
22/08/2016,,6,17,66,,26
23/08/2016,,16,35,56,,
24/08/2016,,21,54,44,,31
25/08/2016,,23,37,66,,27
26/08/2016,,10,30,66,,25
27/08/2016,,13,35,50,,27
28/08/2016,,6,23,58,,25
29/08/2016,,5,18,57,,
30/08/2016,,6,19,47,,24
31/08/2016,,14,26,59,,24
01/09/2016,,17,48,54,,32
02/09/2016,,21,53,43,,41
03/09/2016,,14,38,49,,35
04/09/2016,,6,29,68,,31
05/09/2016,,22,46,58,,38
06/09/2016,,17,50,39,,35
07/09/2016,,2,21,65,,21
08/09/2016,,3,22,68,,21
09/09/2016,,11,41,45,,31
10/09/2016,,4,28,60,,20
11/09/2016,,5,27,56,,23
12/09/2016,,18,36,47,,34
13/09/2016,,14,27,61,,33
14/09/2016,,7,23,61,,15
15/09/2016,,22,38,38,,20
16/09/2016,,17,40,41,,23
17/09/2016,,10,28,34,,18
18/09/2016,,3,18,40,,11
19/09/2016,,20,35,42,,26
20/09/2016,,19,33,49,,25
21/09/2016,,20,34,56,,26
22/09/2016,,7,23,67,,20
23/09/2016,,5,23,64,,19
24/09/2016,,10,26,51,,15
25/09/2016,,2,15,67,,12
26/09/2016,,34,47,27,,29
27/09/2016,,12,29,42,,20
28/09/2016,,6,27,57,,22
29/09/2016,,30,43,45,,30
30/09/2016,,20,40,39,,26
01/10/2016,,17,34,40,,30
02/10/2016,,1,12,69,,19
03/10/2016,,3,22,51,,19
04/10/2016,,17,30,43,,26
05/10/2016,,28,45,45,,30
06/10/2016,,10,36,34,,21
07/10/2016,,37,52,23,,28
08/10/2016,,15,27,42,,24
09/10/2016,,4,22,49,,19
10/10/2016,,15,42,31,,19
11/10/2016,,12,39,36,,23
12/10/2016,,14,34,39,,16
13/10/2016,,5,31,48,,10
14/10/2016,,24,39,39,,14
15/10/2016,,34,40,29,,21
16/10/2016,,18,36,38,,20
17/10/2016,,57,64,9,,38
18/10/2016,,25,48,24,,29
19/10/2016,,21,32,35,,26
20/10/2016,,6,32,43,,19
21/10/2016,,18,46,21,,23
22/10/2016,,14,39,25,,17
23/10/2016,,20,36,23,,26
24/10/2016,,29,34,22,,39
25/10/2016,,89,47,8,,53
26/10/2016,,110,48,3,,70
27/10/2016,,65,44,13,,52
28/10/2016,,31,45,15,,33
29/10/2016,,27,42,19,,31
31/10/2016,,24,43,29,,28
01/11/2016,,32,44,26,,30
02/11/2016,,72,59,11,,45
03/11/2016,,73,57,15,,45
04/11/2016,,55,60,8,,40
05/11/2016,,12,40,27,,22
06/11/2016,,6,28,36,,11
07/11/2016,,36,47,13,,27
08/11/2016,,48,46,17,,27
09/11/2016,,16,41,27,,18
10/11/2016,,32,45,17,,25
11/11/2016,,59,53,13,,33
12/11/2016,,18,42,20,,24
13/11/2016,,34,41,12,,28
14/11/2016,,13,30,26,,17
15/11/2016,,27,36,28,,26
16/11/2016,,84,57,10,,40
17/11/2016,,115,67,9,,54
18/11/2016,,82,63,11,,51
19/11/2016,,39,48,19,,35
20/11/2016,,24,53,19,,30
21/11/2016,,10,46,25,,28
22/11/2016,,16,39,22,,21
23/11/2016,,2,23,49,,29
24/11/2016,,49,53,18,,11
25/11/2016,,82,54,8,,26
26/11/2016,,,,34,,13
27/11/2016,,,,55,,12
28/11/2016,,,,23,,18
29/11/2016,,,,28,,19
30/11/2016,,,,28,,24
01/12/2016,,,,6,,45
02/12/2016,,,,6,,50
03/12/2016,,34,61,8,,40
04/12/2016,,4,30,34,,19
05/12/2016,,2,18,59,,22
06/12/2016,,31,44,22,,28
07/12/2016,,38,45,18,,24
08/12/2016,,35,49,18,,26
09/12/2016,,102,67,11,,32
10/12/2016,,114,73,7,,36
11/12/2016,,111,61,9,,34
12/12/2016,,208,87,4,,61
13/12/2016,,191,89,7,,54
14/12/2016,,96,66,6,,37
15/12/2016,,137,74,4,,55
16/12/2016,,31,39,29,,18
17/12/2016,,5,23,49,,21
18/12/2016,,13,33,34,,18
19/12/2016,,24,36,37,,17
20/12/2016,,52,47,30,,18
21/12/2016,,75,63,13,,26
22/12/2016,,133,72,6,,41
23/12/2016,,113,67,4,,38
24/12/2016,,113,57,6,,33
25/12/2016,,47,43,7,,19
26/12/2016,,84,52,6,,31
27/12/2016,,121,62,6,,35
28/12/2016,,148,75,5,,42
29/12/2016,,147,74,4,,47
30/12/2016,,115,72,5,,45
31/12/2016,,120,63,12,,43
01/01/2017,,42,47,12,,26
02/01/2017,,116,69,8,,39
03/01/2017,,119,70,4,,49
04/01/2017,,76,63,8,,37
05/01/2017,,84,62,11,,38
06/01/2017,,56,54,12,,34
07/01/2017,,79,66,11,,38
08/01/2017,,91,69,9,,43
09/01/2017,,97,65,11,,40
10/01/2017,,90,69,5,,42
11/01/2017,,87,73,9,,36
12/01/2017,,81,63,11,,30
13/01/2017,,33,48,25,,19
14/01/2017,,22,47,31,,18
15/01/2017,,18,52,29,,19
16/01/2017,,83,68,15,,35
17/01/2017,,10,32,50,,14
18/01/2017,,75,69,17,,39
19/01/2017,,65,48,40,,34
20/01/2017,,2,20,57,,15
21/01/2017,,1,13,74,,18
22/01/2017,,1,14,71,,6
23/01/2017,,40,56,28,,16
24/01/2017,,95,69,8,,34
25/01/2017,,21,40,31,,21
26/01/2017,,15,45,25,,13
27/01/2017,,10,43,30,,20
28/01/2017,,2,23,52,,10
29/01/2017,,34,45,19,,22
