CODI,NOM DEL CENTRE,ADREÇA,TIPUS SUBMINISTRAMENT,ANY,MES,CONSUM,COST
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,Aigua,2016,Juliol,139,€186.05
EDI128,Can Muntanyola,Can Muntanyola,Electricitat,2012,Setembre,9646,€2141.53
REG176,FONT ORNAMENTAL CAN GILI,CAN GILI S/N,Electricitat,2014,Agost,97,€74.72
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Aigua,2011,Octubre,711,€171.19
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Aigua,2012,Març,13,€23.91
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Electricitat,2013,Novembre,860,€310.39
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Electricitat,2011,Juny,1475,€272.21
FLO013,ACTIVITATS,ACTIVITATS,Gasoil,2016,Maig,330,€45.77
EDI128,Can Muntanyola,Can Muntanyola,Electricitat,2013,Gener,12847,€2555.56
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2016,Agost,57,€38.37
EDI124,MAGATZEM MUSEU GRANOLLERS,"Av. Sant Julià 206, Nau 24",Electricitat,2015,Octubre,1040,€279.93
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Gas,2016,Novembre,38161,€1819.63
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Electricitat,2014,Setembre,469,€303.92
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Gas,2014,Febrer,11497,€850.81
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Aigua,2014,Març,275,€321.06
EDI027,OFICINA D'INFORMACIO TURÍSTICA,SANT ROC 14,Aigua,2012,Juliol,1,€22.23
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Aigua,2015,Març,23,€43.07
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Aigua,2011,Juliol,0,€33.68
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Aigua,2016,Juliol,115,€70.51
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Aigua,2012,Octubre,606,€678.38
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Electricitat,2013,Agost,74359,€11249.98
EDI030,EDIFICI PORTALET,PORTALET 4,Aigua,2014,Octubre,60,€76.96
FLO003,ORGANITZACIO I LOGISTICA,ORGANITZACIO I LOGISTICA,Gasoil,2015,Maig,137,€20.98
ESC011,COL.LEGI FÀTIMA,C/ MARIA PALAU,Gas,2012,Abril,12702,€846.73
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Aigua,2014,Octubre,21,€57.96
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Gas,2011,Novembre,11229,€709.39
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Gas,2016,Agost,114,€23.63
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Aigua,2012,Març,136,€155.21
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Electricitat,2015,Novembre,8962,€1577.95
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2015,Agost,0,€21.83
EDI087,CENTRE OBERT SUD,JULIA CENTELLES 14,Gas,2012,Abril,4538,€287.29
FLO015,SISTEMES INFORMACIO,SISTEMES INFORMACIO,Gasoil,2015,Juny,440,€67.12
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Gas,2011,Setembre,4981,€338.64
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Gas,2011,Febrer,7547,€500.39
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Electricitat,2016,Novembre,4963,€848.44
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Gas,2012,Agost,0,€232.17
ESP008,PAVELLÓ CLUB BÀSQUET GRANOLLERS,C/ GIRONA S/N,Electricitat,2013,Novembre,11616,€2826.90
EDI130,OFICINES B.M. GRANOLLERS,"VOLUNTARIS 92, 1",Aigua,2014,Juliol,0,€25.63
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Electricitat,2011,Abril,1599,€444.53
EDI077,ROCA UMBERT COLLES BLANCS I BLAUS,ENRIC PRAT DE LA RIBA LOCAL A,Aigua,2016,Octubre,3,€26.41
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2012,Febrer,7138,€1356.78
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Electricitat,2012,Setembre,2790,€715.38
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Gas,2013,Novembre,13668,€933.52
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Electricitat,2015,Maig,1361,€682.20
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Gas,2013,Octubre,2404,€300.08
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Electricitat,2015,Març,9037,€1573.17
ESP017,CASAL DE L'ESPORT,C/ GIRONA 52 - 54,Electricitat,2012,Agost,616,€150.78
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2015,Desembre,5363,€885.33
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Aigua,2011,Març,475,€554.14
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Electricitat,2013,Abril,4726,€415.49
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Gas,2016,Novembre,30352,€1451.55
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2012,Març,6244,€1261.83
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2016,Desembre,7946,€1227.84
EDI020,SALA FRANCESC TARAFA,CORRO 47,Gas,2015,Abril,6667,€446.65
EDI058,EDIFICI ST JOSEP,SANT JOSEP 7,Electricitat,2013,Gener,50214,€4280.75
EDI070,GUARDIA URBANA,ISABEL DE VILLENA S/N,Electricitat,2011,Desembre,18934,€2785.12
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2015,Juliol,2892,€517.72
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Aigua,2014,Juliol,104,€121.21
EDI005,EDIFICI AISS,AV DEL PARC 9,Aigua,2015,Març,685,€765.65
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Gas,2015,Març,11335,€739.35
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Gas,2016,Gener,37622,€2221.11
EDI024,SALA CULTURA SANT FRANCESC,ESPI I GRAU 1,Electricitat,2011,Febrer,769,€250.50
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Electricitat,2014,Octubre,8769,€1741.60
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Gas,2015,Juny,228,€27.58
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Electricitat,2013,Juliol,3691,€876.88
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Gas,2014,Desembre,19314,€1436.46
EDI127,ALBERG ROQUES BLANQUES,Barri Rocas Blancas s/n baix,Electricitat,2012,Juliol,644,€206.01
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Electricitat,2011,Febrer,4250,€1145.04
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Aigua,2013,Gener,139,€285.57
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Gas,2016,Juny,0,€9.20
FLO013,ACTIVITATS,ACTIVITATS,Gasoil,2014,Setembre,624,€98.00
BOM004,BOMBA AIGUA,CARLES RIBA ESQ OLIVAR LOCAL,Electricitat,2011,Maig,600,€127.05
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2014,Abril,54,€253.01
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Aigua,2013,Juliol,49,€203.07
EDI082,CAN JONCH CENTRE CIVIC PER LA PAU,REC 19,Electricitat,2015,Novembre,3234,€688.26
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Gas,2012,Setembre,0,€102.89
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2015,Juliol,262,€135.57
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Electricitat,2016,Novembre,612,€234.43
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Electricitat,2016,Maig,467,€216.24
FLO011,ESPAIS VERDS,ESPAIS VERDS,Gasoil,2014,Febrer,7764,€1074.02
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Gas,2015,Gener,23531,€1554.31
EDI067,CASETA JARDI PARC PONENT,RAFAEL DE CASANOVA - PARC PONENT,Electricitat,2012,Juny,135,€43.88
EDI033,EDIFICI ANNEX AL CAIF (ANTIC AAVV LLEDONER),1ª MARQUES DE LES FRANQUESES 125,Electricitat,2012,Març,210,€160.09
EDI071,CENTRE D'EDUCACIÓ AMBIENTAL CAN CABANYES,CAN GORDI - CAN CATALÀ,Electricitat,2012,Agost,842,€292.43
EDI093,ROCA UMBERT ESPAI D'ARTS,C/ LLUIS COMPANYS 1º BIS,Aigua,2013,Gener,29,€47.59
FLO016,MEDI AMBIENT,MEDI AMBIENT,Gasoil,2011,Juny,817,€104.98
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Aigua,2013,Març,2,€24.92
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Aigua,2014,Octubre,493,€572.03
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Electricitat,2014,Desembre,5288,€1244.89
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Electricitat,2014,Agost,4661,€845.25
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2011,Juny,18734,€5650.93
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Gas,2015,Juliol,330,€96.57
EDI091,UOS - UNITAT OPERATIVA SERVEIS (Edifici Nou),CAMI CAN MANY N 8,Electricitat,2013,Gener,16679,€2779.53
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2011,Juny,22480,€4061.21
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Electricitat,2016,Abril,1816,€588.47
BOM004,BOMBA AIGUA,CARLES RIBA ESQ OLIVAR LOCAL,Electricitat,2016,Abril,1566,€323.35
EDI072,AAVV CONGOST,CELLECS 18,Aigua,2012,Juliol,0,€22.08
EDI100,AAVV CAN MONIC,PUIG I PERUCHO 2,Electricitat,2016,Juny,176,€80.43
BOM008,AVINGUDA PARC TORRES VILLAR JTO/ E.T.,AVINGUDA PARC TORRES VILLAR JTO/ E.T.,Electricitat,2012,Abril,377,€172.92
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2013,Setembre,2631,€725.20
EDI034,OFICINA MUNICIPAL ACOLLIDA (ANTIC GRA),CORRO 49,Electricitat,2012,Novembre,3382,€1069.69
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2016,Gener,376,€68.79
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Gas,2011,Juliol,0,€109.35
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Electricitat,2011,Abril,2413,€669.61
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Electricitat,2015,Octubre,3236,€718.39
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Electricitat,2013,Maig,6194,€381.82
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Aigua,2012,Març,1085,€307.33
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Electricitat,2012,Abril,7909,€1628.11
REG176,FONT ORNAMENTAL CAN GILI,CAN GILI S/N,Electricitat,2011,Maig,241,€59.86
FLO018,URBANISME,URBANISME,Gasoil,2015,Maig,813,€123.87
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Gas,2016,Abril,9638,€614.03
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2016,Novembre,10648,€624.15
EDI078,CENTRE ASSISTENCIA INTEGRAL FAMILIA - CAIF,1ª MARQUES DE LES FRANQUESES 123,Electricitat,2012,Agost,262,€155.73
EDI009,CENTRE CIVIC DE PALOU,PSG DR FABREGAS 38 LOCAL,Electricitat,2013,Juny,2654,€617.96
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Aigua,2014,Març,48,€69.60
EDI126,CENTRE D'ACOLLIDA D'ANIMALS DOMÈSTICS,"C/SEVERO OCHOA, 103 (FONT DEL RÀDIUM)",Aigua,2015,Octubre,693,€777.34
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Electricitat,2012,Maig,3023,€722.48
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Electricitat,2014,Juny,1417,€493.75
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Electricitat,2013,Juny,2316,€488.01
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Aigua,2016,Octubre,1,€26.00
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2011,Març,27113,€3717.33
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2015,Gener,49,€251.35
EDI126,CENTRE D'ACOLLIDA D'ANIMALS DOMÈSTICS,"C/SEVERO OCHOA, 103 (FONT DEL RÀDIUM)",Electricitat,2016,Febrer,3788,€776.25
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Electricitat,2012,Desembre,14755,€3233.53
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Aigua,2014,Octubre,117,€151.97
EDI088,ESTACIO DE CONTROL DE CONTAMINACIO,FRANCESC MACIÀ 145,Electricitat,2015,Febrer,879,€167.08
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Gas,2016,Octubre,9496,€562.24
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,Electricitat,2016,Novembre,5469,€1012.81
FLO010,ESPORTS,ESPORTS,Gasoil,2013,Setembre,454,€61.94
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Gas,2014,Abril,4771,€383.35
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Gas,2014,Octubre,4885,€387.87
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Electricitat,2016,Desembre,637,€115.92
EDI073,ESCOLA DE MUSICA JOSEP Ma RUERA,GREGORI RESINA,Electricitat,2015,Març,8385,€2159.54
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Electricitat,2016,Juny,6192,€1518.43
EDI005,EDIFICI AISS,AV DEL PARC 9,Electricitat,2013,Febrer,7554,€764.54
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Electricitat,2014,Setembre,7259,€2339.44
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Gas,2015,Octubre,4349,€397.95
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2013,Febrer,2623,€593.54
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Electricitat,2016,Febrer,19833,€3478.20
EDI024,SALA CULTURA SANT FRANCESC,ESPI I GRAU 1,Gas,2015,Octubre,0,€16.81
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Aigua,2013,Juliol,30,€48.59
EDI126,CENTRE D'ACOLLIDA D'ANIMALS DOMÈSTICS,"C/SEVERO OCHOA, 103 (FONT DEL RÀDIUM)",Electricitat,2012,Desembre,3477,€634.60
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Aigua,2015,Octubre,362,€410.30
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Gas,2016,Agost,1809,€178.77
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Aigua,2015,Juliol,26,€80.89
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Aigua,2011,Gener,611,€602.95
EDI070,GUARDIA URBANA,ISABEL DE VILLENA S/N,Aigua,2015,Gener,147,€167.22
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Electricitat,2012,Febrer,96,€28.90
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Aigua,2014,Març,0,€85.33
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Electricitat,2016,Maig,7500,€1788.99
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Electricitat,2011,Juny,5649,€1033.01
EDI082,CAN JONCH CENTRE CIVIC PER LA PAU,REC 19,Electricitat,2012,Abril,1495,€307.70
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Gas,2015,Agost,4483,€360.83
EDI096,ROCA UMBERT CENTRE AUDIOVISUAL,MONSTSERRAT S/N,Aigua,2015,Juliol,194,€236.89
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Gas,2014,Agost,1832,€281.92
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Gas,2011,Juny,442,€46.26
EDI077,ROCA UMBERT COLLES BLANCS I BLAUS,ENRIC PRAT DE LA RIBA LOCAL A,Aigua,2013,Març,37,€47.35
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2011,Setembre,47,€97.53
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Gas,2016,Març,63114,€3640.23
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Gasoil,2013,Octubre,5607,€533.16
BOM009,FONT ARGENTINA/COSTA RICA,FONT ARGENTINA/COSTA RICA,Electricitat,2012,Octubre,0,€69.89
EDI029,CAMPANAR,PL ESGLESIA S/N,Electricitat,2015,Novembre,19,€42.18
FLO013,ACTIVITATS,ACTIVITATS,Gasoil,2011,Abril,665,€91.05
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Aigua,2012,Gener,246,€101.44
BOM004,BOMBA AIGUA,CARLES RIBA ESQ OLIVAR LOCAL,Electricitat,2014,Agost,486,€160.43
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Electricitat,2016,Abril,8101,€1158.68
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2012,Març,6216,€1434.35
EDI026,CEMENTIRI,CAMI CEMENTIRI S/N,Electricitat,2016,Juny,269,€147.49
EDI034,OFICINA MUNICIPAL ACOLLIDA (ANTIC GRA),CORRO 49,Electricitat,2014,Gener,3173,€593.81
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Gas,2013,Novembre,16105,€1099.79
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Electricitat,2011,Novembre,13666,€2276.29
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Electricitat,2014,Agost,2847,€723.97
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2012,Octubre,6163,€1241.28
EDI009,CENTRE CIVIC DE PALOU,PSG DR FABREGAS 38 LOCAL,Electricitat,2016,Juny,929,€343.28
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Electricitat,2015,Gener,105241,€16259.15
EDI133,OFICINES SERVEIS,"C/. SANT JAUME 16-26, 5ª PLANTA -DESPATX 504",Electricitat,2015,Juliol,6474,€1338.10
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Electricitat,2015,Desembre,2818,€482.19
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Gas,2013,Abril,6152,€570.94
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2013,Novembre,12056,€868.62
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2012,Gener,24528,€3496.81
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Aigua,2011,Octubre,496,€596.03
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Gas,2011,Juny,3412,€207.28
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Electricitat,2015,Abril,5076,€935.57
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Electricitat,2016,Maig,1231,€462.04
FLO001,SERVEIS UOS,SERVEIS UOS,Gasoil,2015,Febrer,14804,€1799.44
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Aigua,2015,Juliol,394,€517.82
BOM003,BOMBA AIGUA PASSEIG FLUVIAL CASETA REG,PS FLUVIAL MARGE ESQUERRE CASETA BOMBA,Electricitat,2011,Juny,600,€127.05
EDI132,CENTRE OBERT PASSEIG DE LA MUNTANYA,PG / MUNTANYA 0143 BJ - LOCAL,Electricitat,2011,Setembre,90,€61.88
BOM004,BOMBA AIGUA,CARLES RIBA ESQ OLIVAR LOCAL,Electricitat,2013,Abril,0,€36.69
EDI100,AAVV CAN MONIC,PUIG I PERUCHO 2,Electricitat,2013,Juny,890,€259.29
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2013,Gener,344,€134.33
FLO014,ALCALDIA,ALCALDIA,Gasoil,2014,Juny,1817,€245.00
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2016,Setembre,3538,€817.61
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2015,Setembre,3710,€834.15
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Electricitat,2013,Abril,0,€135.04
EDI091,UOS - UNITAT OPERATIVA SERVEIS (Edifici Nou),CAMI CAN MANY N 8,Electricitat,2016,Gener,9738,€1537.11
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Electricitat,2013,Juny,3353,€771.73
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Gas,2015,Agost,975,€76.08
EDI005,EDIFICI AISS,AV DEL PARC 9,Electricitat,2016,Febrer,4197,€778.02
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Electricitat,2014,Gener,848,€233.57
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Electricitat,2015,Desembre,6857,€1009.27
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,Electricitat,2013,Novembre,11096,€2040.71
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Electricitat,2014,Març,9952,€1982.84
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Gas,2011,Juny,256,€36.67
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Gas,2015,Octubre,299,€160.69
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Electricitat,2013,Desembre,1,€32.34
EDI005,EDIFICI AISS,AV DEL PARC 9,Aigua,2015,Octubre,11,€44.88
EDI084,CASA ZONA VERDE,MARTÍ GRIVE 47,Electricitat,2011,Juliol,224,€49.05
EDI126,CENTRE D'ACOLLIDA D'ANIMALS DOMÈSTICS,"C/SEVERO OCHOA, 103 (FONT DEL RÀDIUM)",Electricitat,2013,Febrer,3436,€602.43
EDI020,SALA FRANCESC TARAFA,CORRO 47,Electricitat,2015,Juliol,227,€215.04
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Electricitat,2011,Juny,8183,€1595.88
EDI027,OFICINA D'INFORMACIO TURÍSTICA,SANT ROC 14,Electricitat,2012,Maig,491,€98.22
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Aigua,2013,Octubre,2,€24.92
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Aigua,2014,Març,674,€765.71
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Gas,2013,Octubre,8464,€694.53
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Aigua,2011,Gener,39,€144.56
EDI128,Can Muntanyola,Can Muntanyola,Electricitat,2015,Agost,20537,€3083.02
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2012,Desembre,3011,€679.18
EDI033,EDIFICI ANNEX AL CAIF (ANTIC AAVV LLEDONER),1ª MARQUES DE LES FRANQUESES 125,Electricitat,2012,Octubre,55,€122.69
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Gas,2014,Octubre,5478,€499.85
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Electricitat,2016,Juny,1774,€371.55
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Electricitat,2013,Maig,11235,€2791.58
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Electricitat,2011,Setembre,81798,€14635.90
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2011,Juny,3700,€695.73
EDI005,EDIFICI AISS,AV DEL PARC 9,Electricitat,2012,Desembre,3467,€738.28
FLO010,ESPORTS,ESPORTS,Gasoil,2014,Maig,901,€133.97
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Aigua,2012,Octubre,0,€23.24
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Aigua,2011,Març,779,€181.39
